propuesta_id	tarea_id	reporte_id	payload_id	representacion_id	sha256	objeto_logico_id	necesidad_id	reactivo_id	accion_propuesta	relacion_id_actual	veredicto_a4	evidencia_ref	frontera_semantica	confianza	requiere_decision_mesa	decision_mesa_id	dependencia_fp24	razon_gate	estado_supervision	supervisor_id	fecha	estado_integracion	razon_integracion	journal_id
PROP-B2-07c1ef275ae566375d9d0ae2b9e0e98571a3b73b0feb3f14b3846399373c810e	TSEM-B2-41b61aa17de98b82ea57c694564fd812e749125f74193b864701c677387c68d6	RPTC-B2-127e316f17ba1a92ae3014d56f9a6b0d265fe6861142f4019a9b3495d42affef	enfih2019_bd_csv_zip	REP-84d45be3c21bcf3ef54d32ad3122cb76a7eb10beef0f0584715b1d224fffaf58	be372533d5043920892142e8bf792b7293a5f20ab466a6441bc89925b42ef4d5	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	N3	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	TERMINAL	REL-3b746c49c7c051083df6ee81	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-006036a1afb52092123e7a5483dd861aab37598c4a60534ac9ec2c131e9c0e52:b33712000c7a7a0797b988609ea5c592ede3fa7c5a1ba0175d29128cca4d0ae9	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido estatus/prestigio/vecino/apariencia/lujo/comparacion: 0 aciertos.	ALTA	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-99788c82886b789d7d1d74a11d22724b916541b7d5fa2976df8af496407c866a	TSEM-B2-0c0681a517892d4d69606998e28f7b46d56a506cf225f08fcde9d2ce704ff071	RPTC-B2-b42f06c43cb52efafc5ad883dee621baa40c92b468649dc51b521d4c4ce3e67d	cses5_modulo5_2016_2021_codebook	REP-472eadceb42f627e02b5c8d2da19c586be175499b27762ce78c99c5849833d0a	a012fd2d683603e77cb80abc82dbc076b29299359ea8ead561464fe271c24b57	OBJ-B2-f2a1441152c67c0bebde9d072a5b825d841e739335242e92e34ef7237c3f0f23	N17	OBJ-B2-f2a1441152c67c0bebde9d072a5b825d841e739335242e92e34ef7237c3f0f23	TERMINAL	REL-48285fd8e0a22a38147245ed	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-00020d60c180f2390f62be5f80f7b7c790014361b0297154ac65f982987dfa54:c6a0f8ba16c659d0b2e178d551ae959cf30cfab0066882d9188e3b0e0841f061	605 columnas CSV, 801 secciones del cuestionario y 5612 del codebook CSES; digital/online/internet/impuesto/servicio: sin reactivo	ALTA	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-59e6484d42009bb076dfc43a36dd71ff497c046d485b619d6e7401bdf51e33c1	TSEM-B2-be617246408e556f66d4ee9c5625e5a8d91dc3bfc64f41406fd4156b2eb0b1b3	RPTC-B2-f4a476eb10a5c079d617e9a6cbdfd52804c8ffc38d59274551bca5b9df188549	enbiare2021_fd_pdf	REP-09d14223894a8831f44405eff1e95fe67e00f1b43d1bc89acd4a422b8b86ac7b	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	OBJ-B2-898bea479a8546f0df65b9f5d3ff339105fba6a8f8a4cbb9fde1ef5cbedf9bc2	N10	OBJ-B2-898bea479a8546f0df65b9f5d3ff339105fba6a8f8a4cbb9fde1ef5cbedf9bc2	CAMBIO	REL-50587b531135ee1273f3f44e	EXISTE-NO-SATISFACE	E2R-944fd39f6e09696ed973d7051bd0cd5806667eb4e3a23cacab5abc3527ee1568:d2beea8bf69baa4c2226715ed98d8ad1802801b5a2e5a345b5c816937edb7201	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	MEDIA	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enbiare2021_bd_csv_zip (305 nombres comunes); decidible por evidencia, dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-82685649a353d23906bd197064bbdd8ee7e32ffbd1cfd27fbaa545496073db6b	TSEM-B2-e0bac8c306b4af1335d892ab4b84750baf3c08ec87fcc3ed4b3f80970c363195	RPTC-B2-127e316f17ba1a92ae3014d56f9a6b0d265fe6861142f4019a9b3495d42affef	enfih2019_bd_csv_zip	REP-84d45be3c21bcf3ef54d32ad3122cb76a7eb10beef0f0584715b1d224fffaf58	be372533d5043920892142e8bf792b7293a5f20ab466a6441bc89925b42ef4d5	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	N14	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	TERMINAL	REL-50e6d069fd121a8a7cd64fc5	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-006036a1afb52092123e7a5483dd861aab37598c4a60534ac9ec2c131e9c0e52:b33712000c7a7a0797b988609ea5c592ede3fa7c5a1ba0175d29128cca4d0ae9	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido confianza/desconfianza: 0 aciertos en etiqueta y definicion. Sin listas de opciones.	ALTA	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-2b3c3fd480dd77f68e499a66fd9b4b64b4f9a9a22c06119b78ab769033d1973f	TSEM-B2-9f3797f277a213153d2d9552972082ebdd24d128a545961b2339bb598cc1e6f7	RPTC-B2-f4a476eb10a5c079d617e9a6cbdfd52804c8ffc38d59274551bca5b9df188549	enbiare2021_fd_pdf	REP-09d14223894a8831f44405eff1e95fe67e00f1b43d1bc89acd4a422b8b86ac7b	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	OBJ-B2-ac0b2549ddf752d8bb1c5bafc94950113f7e72f3ea4c44b8ad17ac446e6aac30	N14	OBJ-B2-ac0b2549ddf752d8bb1c5bafc94950113f7e72f3ea4c44b8ad17ac446e6aac30	CAMBIO	REL-51392f82de7f4c77d1bb75c1	EXISTE-NO-SATISFACE	E2R-57d5bc5729dbfa22622da1ae6ad1984655e9f7b1259e1b9c391992591f2f0ad8:adf5e19844b69018028c46626e505081e3c25307bfe0a2dffb5367daf6746a3c	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	MEDIA	NO	NO-APLICA	NO	SUP: PB1_01 se infiere por adyacencia (el tallo literal del hermano es policia estatal); radio_confianza exige el contraste, no un item	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-1bec7d7b1d4700131303bc05b4bfdab24b2c82d072ece487bd2c6e21ec4a8996	TSEM-B2-252a07fde7b19c27df267e2f271f0096ac95d41a0081866d2563270bb506c08d	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	N4	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	CAMBIO	REL-641a2435b0e68b2049b73d72	EXISTE-NO-SATISFACE	E2R-82310c1c786c87e80ab79d7064f1f9b44ee0f6380f9d421353bda1f2be6edfee:ac5a805b3d8ecf9246fc795a1cd0aeac6805798f23cdb530710e3f997e040a92	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	ALTA	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-9b97f45f52c760257795a8932249d3aad22f71d790a694318b01e2dc077476af	TSEM-B2-cc825f4a15eb8e61a6a689181eb917904b2830b116d4d74f35256b7870f28243	RPTC-B2-127e316f17ba1a92ae3014d56f9a6b0d265fe6861142f4019a9b3495d42affef	enfih2019_bd_csv_zip	REP-84d45be3c21bcf3ef54d32ad3122cb76a7eb10beef0f0584715b1d224fffaf58	be372533d5043920892142e8bf792b7293a5f20ab466a6441bc89925b42ef4d5	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	N13	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	TERMINAL	REL-6b52ae9ea4b72a9f27f01260	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-006036a1afb52092123e7a5483dd861aab37598c4a60534ac9ec2c131e9c0e52:b33712000c7a7a0797b988609ea5c592ede3fa7c5a1ba0175d29128cca4d0ae9	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido obligacion/deber/cuidar/manda-dinero/remesa: 0 aciertos. Sin listas de opciones.	ALTA	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-cb69b75579fc377715e371ee4ed5776dff747cba59d7488398a99522ec80087e	TSEM-B2-7b0508e3db48d791021d404390c42bb42d26449e206d085f5890d2fd33c93980	RPTC-B2-498d404698615186ad0ec8a992e380546d6ecb3162d648f0fc21e0543bba1b69	116334_v1	REP-b79742468b274360e744ce79761603a3b17bf2f51a38af89298d292e2974c657	776d56bf91535beaecef9480c352b022c3aec1ec7fae36c969ccdf6c8cc89d1c	OBJ-B2-b8b57da956292d8ed0a34e8d48389dd99398f48dede2e73d1782115745fb4a3c	N3	OBJ-B2-b8b57da956292d8ed0a34e8d48389dd99398f48dede2e73d1782115745fb4a3c	TERMINAL	REL-6c97fe0c5cb528557054a838	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-00477e22108843245e7041aeb0a800da14ba572c0984ca67210acc8dea3792dc:10e08073b4ee86c85b104f2cf98a24e3bd1542ffddfc86269ddcf4296a35ef37	124 etiquetas del .dta de analisis AEJ, Readme 4pp, LICENSE y 567 elementos XML sin texto; el paquete de replica no incluye cuestionario	ALTA	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-418870f42cc6e35a89589e8c63174cdd6c3116aac89fdae18ec5a9759f1aa738	TSEM-B2-4b7eb1ef6b19449b839fbba13b103c1bb36ea83045a44111b211f97dc16a123e	RPTC-B2-a19679aaaeabf289e7966369d8aa8e45759b106391ce85f09aef0d7f9a59c47e	za6980_v2_0_0_sav	REP-36041e8c34dcac1d81c3e828d120c133905ee04f469ccfa71074e235040edae9	20a1420f4aa8f8dcb30f7de61879796d20b7c3042805e7925e56c30b4ae97ca5	OBJ-B2-24f09318ac26eaf81df9c5fbe291dc2130d411a587fb6c392cc184dc5658ff27	N2	OBJ-B2-24f09318ac26eaf81df9c5fbe291dc2130d411a587fb6c392cc184dc5658ff27	CAMBIO	REL-72ff714a3ba6d0bab952e05f	EXISTE-NO-SATISFACE	E2R-944577062ba8494c7ca982b75c3704469d539c471a478db5f5aafbfe5c19c117:7d7d8dd25e2fb21f9039412f89077082134ec64184eae4ed998fc4e5593ceb95	717 objetos del ZA6980.sav (variables y colecciones de etiquetas) y 106 del cuestionario mexicano; sin abrir celdas de microdato	MEDIA	NO	NO-APLICA	NO	SUP: Q11 es confianza generalizada, un solo polo; radio_confianza exige el contraste conocidos/desconocidos que la bateria no gradua	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-c73c7c5888df9b8ece939d78457fa5440c27b8cb1c40d6895a26ebea044dcdae	TSEM-B2-f37029e638e4ef2d5922715151dc64fbbb65102cac931d37fc56a501a7a419ce	RPTC-B2-5fcacc6942b40a4af4d02f316191f0ae37fe05f42c62af176b51c18916227ab1	mex_2012_2014_ecepie_v01_m_v01_a_puf	REP-3393734fd46d7ddff863ce5189b3a86aaf232d1bb90b8de5cb54d338ab4d7ec8	714056e1f36d52bc08236cf3c0a6fe084055db1fa3d9bb86d6b9903c954b33cf	OBJ-B2-9e4693a74b9c261cff05df54fe04cbec4e219ad011581d032c79edc34c3790d4	N13	OBJ-B2-9e4693a74b9c261cff05df54fe04cbec4e219ad011581d032c79edc34c3790d4	TERMINAL	REL-894b3c5025557df7ef942f2a	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-00007aa312b748530a84e31ebe4f744bbac32271f0c375a92ab54dedc648881d:cc5ff50f43f0692d45ebf5e77d42619c404d00e307f0c03eebeefc9965ecf858	557 etiquetas SAV de ECEPIE y 3653 objetos ASQ (633 reactivos); DDI-XML 34307 elem. sin texto; no hay bateria de creencias o actitudes	ALTA	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-fbfb440491ceb2c7b8a7f9a6e46b4a172e9f7781536f7f767bcc95bbbfa6b64f	TSEM-B2-661b96e82e2cfca2449d24e0e1cf496f674732ce79cf4ea1eee622f56184fe49	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	N12	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	TERMINAL	REL-89b5a730c80b52245609d460	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-00b49fc3872b6e094497de5c0ba17822feefc3b946c91830bee11668f8c6031b:6aebbddea746529d3b5b8505be7b9ed4b1b0d8f945e3601febbaf88b7e473a35	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	ALTA	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-9eb911df2d1e770525919ef877bd9ec1f5f78554f261088df82c3ae5ceb1f86e	TSEM-B2-a53e8b307a67712788687659100c0076cdf797810e47680cecc5e88a591477a6	RPTC-B2-380464c0ee9bb11f2b2a52c65388888e1c06407b11a01056fd387f01f20e4ff4	enfih2019_fd_xlsx	REP-9be3804a6acd764b4a3b41efb3f84da57cc420a18e2002eecfdc23d3d7a6b69f	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	OBJ-B2-edf6ea553272446c6645a859e1bb9c6087daaba564391b98255140dfdc1e81c5	N4	OBJ-B2-edf6ea553272446c6645a859e1bb9c6087daaba564391b98255140dfdc1e81c5	CAMBIO	REL-987f01cb468fa0b51b2dffc6	EXISTE-NO-SATISFACE	E2R-6eea083dc1c268bbcf9a458ab88c3f5d88c0c0b80bae497b8d0afd5840302504:5ff07a9eb6b62afdba23717877b3ebade336c782aa665f5f330eb58bfcf41756	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido riesgo/apuesta/loteria/azar/miedo: 0. De P8_55 solo consta su 1a opcion.	MEDIA	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-84d63a578bec2b6cab1115da93ef7b0a002aa080bc35284bc227d3d20ee6ed0f	TSEM-B2-a2b42c9bf0ad4034d5accf613845cd755d281dfdce89d3ea79ebe3aff0c49fd3	RPTC-B2-a19679aaaeabf289e7966369d8aa8e45759b106391ce85f09aef0d7f9a59c47e	za6980_v2_0_0_sav	REP-36041e8c34dcac1d81c3e828d120c133905ee04f469ccfa71074e235040edae9	20a1420f4aa8f8dcb30f7de61879796d20b7c3042805e7925e56c30b4ae97ca5	OBJ-B2-cc49e544cad2126d5e95d20523640495dce0b3ab7b89963a3f929cd6eca7e005	N12	OBJ-B2-cc49e544cad2126d5e95d20523640495dce0b3ab7b89963a3f929cd6eca7e005	CAMBIO	REL-9dfab617c356df5594575a3c	EXISTE-SATISFACE	E2R-2fe1ed36738ebaad92af9344a3cfddd4df551ca3e967974427281503976ed427:3414d796d85f65f8f537da5f55cdbc22feb80350f05b1471ccabff9ba97c8b53	717 objetos del ZA6980.sav (baterias Q7a-e y Q8a-e completas) y 106 del cuestionario mexicano; sin abrir celdas de microdato	ALTA	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-91e75f04aeb284091c57b2728f60231e7e8de00e2fb60e01e79e0a7e282ae286	TSEM-B2-befc0a6068900cbb94cda7be51193e4a1e52dc6dfa69787a35501555ab78f185	RPTC-B2-380464c0ee9bb11f2b2a52c65388888e1c06407b11a01056fd387f01f20e4ff4	enfih2019_fd_xlsx	REP-9be3804a6acd764b4a3b41efb3f84da57cc420a18e2002eecfdc23d3d7a6b69f	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	OBJ-B2-e2710c97a85329e25e010dbe888d27b7b7b5312a9c4f9b9c833956eff75f619c	N12	OBJ-B2-e2710c97a85329e25e010dbe888d27b7b7b5312a9c4f9b9c833956eff75f619c	CAMBIO	REL-a63dce9852d52046595e28f0	EXISTE-NO-SATISFACE	E2R-9fad08daf75b322eff3ff87be34d8de1be70aa5de6f0d6f2cf8e4e787ed6d2cd:c5204112b2a7ef6298449eb15c2e7004d8274628b0fa0ca0be72ef573a687a17	Diccionario fd_xlsx completo: 664 variables, 16 hojas; bd solo aporta 527 nombres de columna. 43 reactivos nombran familia/amigos. Sin listas de opciones.	ALTA	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-9fc77ea52e13fab0c2637653a31dd477a0a5b4f014c810bd5045bafbaa2cc9ed	TSEM-B2-df64593ec536fe0581ed33504b36c88e204997e98f0fd7507d2a632e72ca8ce2	RPTC-B2-f4a476eb10a5c079d617e9a6cbdfd52804c8ffc38d59274551bca5b9df188549	enbiare2021_fd_pdf	REP-09d14223894a8831f44405eff1e95fe67e00f1b43d1bc89acd4a422b8b86ac7b	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	OBJ-B2-9185ca341effd2cf007cb76c19e00b1747f9edfaf58ab1d97aed580fa2c657c6	N12	OBJ-B2-9185ca341effd2cf007cb76c19e00b1747f9edfaf58ab1d97aed580fa2c657c6	CAMBIO	REL-a750d90d3d9e1e19938fa8c4	EXISTE-SATISFACE	E2R-5f7404476c66696c1c9bbbec6a2ef8ac9bfb9b8ec6b675d603242d039eaa15a3:3fb514626c7034806b88093e97031bd3c81df25186e44f96b818d1235ce7b8ad	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	ALTA	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enbiare2021_bd_csv_zip (305 nombres comunes); decidible por evidencia, dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-85593ef0f44bb3093215ec78d0687367165f1c890b9f1eed0b564e8ad944c24b	TSEM-B2-f3eb8a1da1f008d82046f263bff1099d04b2135da8e7e56eec11003044d6376f	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	N4	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	CAMBIO	REL-b8a1bd303f0aac03e3b1bdd7	EXISTE-NO-SATISFACE	E2R-82310c1c786c87e80ab79d7064f1f9b44ee0f6380f9d421353bda1f2be6edfee:ac5a805b3d8ecf9246fc795a1cd0aeac6805798f23cdb530710e3f997e040a92	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	ALTA	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-ed4d289c3f8a91d08dfcfdbaf53fddd3452652cbcc7edb77f7d5a8258924310e	TSEM-B2-6d71090e1c458c53d9768e97541583a4b1b7ed3f6f4fc947ff06d5c7dc404b8f	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-c97f6138f0939073453849df43b68bdf8e898c22c4a424766d44ea5038d47ac8	N14	OBJ-B2-c97f6138f0939073453849df43b68bdf8e898c22c4a424766d44ea5038d47ac8	CAMBIO	REL-c065ff3c4b02af2b359a6a40	EXISTE-NO-SATISFACE	E2R-77d0db74024fa2f8a7f2b90e5377036335aeb09b44223a6386079b3607fcfb9c:fd00c5d15c557618bc16425f79832f06209fcf2e284626c00dd4b3d7728fae52	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	ALTA	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
PROP-B2-201fce1da5cc41bf91701201c9617c621a51a17158a57f7f60fd1198a210feda	TSEM-B2-8eda01a08b157eb709155bb526f58cd1a06f83259431a417edf2faf2cdfdd7c0	RPTC-B2-b42f06c43cb52efafc5ad883dee621baa40c92b468649dc51b521d4c4ce3e67d	cses5_modulo5_2016_2021_codebook	REP-472eadceb42f627e02b5c8d2da19c586be175499b27762ce78c99c5849833d0a	a012fd2d683603e77cb80abc82dbc076b29299359ea8ead561464fe271c24b57	OBJ-B2-ea1cfc637e1c53a5f361708f83241eeab0a1a30052586cdb7d1f0ed3c92aa008	N25	OBJ-B2-ea1cfc637e1c53a5f361708f83241eeab0a1a30052586cdb7d1f0ed3c92aa008	CAMBIO	REL-c59edf3fce0cc17066bed9ee	EXISTE-SATISFACE	E2R-7594ee0374aaf046526aa6c5cb886ed58915dba51c81926d47022725dc9b7998:4bff7f5e399402d5691f9430b6df68d534e5df469163404c67bf0fea9813a71a	5612 secciones del codebook CSES (partes 1-6) y 605 columnas CSV; solo se persistieron lineas de opcion, no los enunciados de pregunta	MEDIA	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	VALIDADA	SUP-OPUS-B2SEM	2026-08-18	INTEGRADA	Capa 4 proyectada desde propuestas supervisadas y joins verificados	JRN-B2-720d1e43ccaad64eb2034a8039c74cc4342baeab6b6f99e8e5d5218fd8aa050c
