necesidad_id	fuente_id_canonico	fuente_nombre	tipo_fuente	objeto_evidencia_id	id_manifiesto	sha256	capa1_universo_indexado	capa2_manifiesto	capa3_disco_real	capa4_apertura_mapeo	clasificacion_relacion	reason_code	evidencia_ref	evidencia_textual_breve	confianza	conflicto_material	nota
N7	ENIF	Encuesta Nacional de Inclusión Financiera	FUENTE_CANDIDATA	OE-c168b43614acb9a4b5abf786			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/diseno-muestral.yaml;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Relación entre expectativa de apoyo familiar y horizonte corto/ahorro en la misma persona.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N8	VOTAR_ENTRE_BALAS	Votar entre Balas	FUENTE_CANDIDATA	OE-b2462eff969c4d5cf7746ad9			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	Exposición a violencia y respuesta de ver/oír/callar sin selección determinística por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N10	ENBIARE2021	enbiare2021	FUENTE_CANDIDATA	OE-62009c20a223203d160baf5c			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	NEGATIVA	REVISION_MULTIAGENTE	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md;MAIN:forense/encargos/2026-08-07-abrir-4.md	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. | La apertura explícita encuentra el reactivo, pero documenta que falta la coobservación exigida por N10. | Reserva: El reactivo temporal existe; la negativa se limita a satisfacer la relación N10 completa.
N10	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	OE-9b56ce01d359ba88ae40d6b7			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L11;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N10	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_DATOS	OE-6612a8e9ebcfd24252267f55	enfih2019_fd_xlsx	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L11	'9.3 ¿Usted tiene depositos a plazo fijo (solo puede retirar dinero en determinadas fechas)?'	ALTA	NO	Escala/diseño/universo: binario Si/No, tenencia de producto; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 6 coincidencias de 'plazo' (una sola bateria: deposito a plazo fijo); futuro/planear/planeacion = 0. Le falta: es tenencia de un producto de ahorro con plazo fijo, no una disposicion de horizonte temporal ni una expectativa; y aunque lo fuera, no hay desenlace de G4 co-observable en este instrumento, 2026-08-08
N11	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	OE-c90c4a61a41208f3f31b9b3c			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L9;MAIN:forense/encargos/2026-08-07-abrir-4.md;MAIN:forense/hitoE-campana-medicion-v2_0.md	Sensibilidad de estatus coobservada con desenlace de violencia/justicia.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N12	ENBIARE2021	enbiare2021	FUENTE_CANDIDATA	OE-7f44fa3fa8c7613438913dd6			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N12	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	OE-feb025d87b3cf3747adeb5d3			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N12	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_DATOS	OE-ccd36853bad165d40420a98b	enfih2019_fd_xlsx	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L12	'11.1 Si hoy tuviera una urgencia economica igual a lo que gana o recibe en un mes, ¿usted podria pagarla con un prestamo de amigos o familiares?'	ALTA	NO	Escala/diseño/universo: binario Si/No; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 26 coincidencias de 'familiar', 15 de 'apoyo' (838 variables) -- la enorme mayoria son transacciones conductuales (prestamos ya recibidos de familiares, subsidios de gobierno) o P11_1_5 (capacidad percibida de afrontamiento en UN escenario hipotetico). Le falta: no es una disposicion general de apoyo/familismo, es capacidad percibida de coping en un escenario puntual, 2026-08-08
N13	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	OE-3ac182b073f5f5ffdaae010c			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	Obligación familiar explícita coobservada con conducta real de cuidado.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N13	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_DATOS	OE-2964c990369bf5a4d703494c	enfih2019_fd_xlsx	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L13	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 838 variables; terminos obligacion/cuidar/cuidado = 0, 2026-08-08
N14	ENBIARE2021	enbiare2021	FUENTE_CANDIDATA	OE-13d0bcd20755243644c9b7bd			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N14	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	OE-e5b64d206242e1e5d68b33ad			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N14	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_DATOS	OE-2964c990369bf5a4d703494c	enfih2019_fd_xlsx	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L14	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 838 variables; terminos confianza/confia = 0 -- ENFIH no trae ningun reactivo de confianza pese a cubrir conducta financiera extensa (ahorro, credito, deuda, seguros, remesas) en 16 tablas, 2026-08-08
N15	GLOBAL_PREFERENCES_SURVEY	Global Preferences Survey	FUENTE_CANDIDATA	OE-bc25d290ec6b244df97af048			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N15	LATINOBARÓMETRO	Latinobarómetro	FUENTE_CANDIDATA	OE-6f933b74f8ae06c8c38d7f95			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N17	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	OE-fa212ce30e2252b97058dc83			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N17	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	Interacting as equals reduces partisan polarization in Mexico	FUENTE_DATOS	OE-cc29c4ba6e48f5510aee5877			SI	NO_REFERENCIADO	NO_REFERENCIADO	SATISFACE-UMBRAL-DOCUMENTAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L15	SATISFACE-UMBRAL-DOCUMENTAL	MEDIA	NO	Escala/diseño/universo: 
N19	ENIF	Encuesta Nacional de Inclusión Financiera	FUENTE_DATOS	OE-36d56b41c418e28901c021de			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L14		MEDIA	NO	Escala/diseño/universo: 
N19	PI	Portafolio de Información	FUENTE_DATOS	OE-bbfe0ee94abe5623f3a73de8			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L110		MEDIA	NO	Escala/diseño/universo: 
N20	ENFIH	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	OE-9ef5332d117f6e0df34c9570			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md;MAIN:data/mapa-ext-civil-2026-08-06.tsv;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L20;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L21	Denuncia coobservada con tenencia/activación de seguro.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N20	ENIF	Encuesta Nacional de Inclusión Financiera	FUENTE_CANDIDATA	OE-771b0085e69c873c2e587abe			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md;MAIN:data/mapa-ext-civil-2026-08-06.tsv;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L20;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L21	Denuncia coobservada con tenencia/activación de seguro.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N24	ENIF	Encuesta Nacional de Inclusión Financiera	FUENTE_DATOS	OE-6ef40dafb8aa2ce4de4aab6f			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L14		MEDIA	NO	Escala/diseño/universo: 
N24	REPORTE_SOBRE_USO_Y_CONFIANZA_DE_SERVICIOS_FINANCIEROS_DIGITALES	Reporte sobre uso y confianza de Servicios Financieros Digitales	FUENTE_DATOS	OE-eddca7ca14da62ef97c9048e			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L4	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo: 
N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	Does Corruption Information Inspire the Fight or Quash the Hope?	FUENTE_DATOS	OE-c0e6f88263d23f3aa80725aa			SI	NO_REFERENCIADO	NO_REFERENCIADO	SATISFACE-UMBRAL-DOCUMENTAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L2	SATISFACE-UMBRAL-DOCUMENTAL	MEDIA	NO	Escala/diseño/universo: 
N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	Does Corruption Information Inspire the Fight or Quash the Hope?	FUENTE_DATOS	OE-c8e117825dd360967c8a01a5			SI	NO_REFERENCIADO	NO_REFERENCIADO	SATISFACE-UMBRAL-DOCUMENTAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L6	SATISFACE-UMBRAL-DOCUMENTAL	MEDIA	NO	Escala/diseño/universo: 
N25	ELECTORAL_PRECINCT_LEVEL_DATABASE_FOR_MEXICAN_MUNICIPAL_ELECTION	Electoral precinct-level database for Mexican municipal elections	FUENTE_DATOS	OE-4b45123490a5aa18fc9c597f			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L21	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	MEDIA	NO	Escala/diseño/universo: 
N26	ENIF	Encuesta Nacional de Inclusión Financiera	FUENTE_CANDIDATA	OE-bf0460662dfd327f8155a915			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:corpus/forense/Validación_Forense_del_Clientelismo_Electoral_en_México__Agencia_del_Votante__Programas_Sociales_y_Límites_de_la_Compra_de_Voto.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Efecto electoral alrededor del umbral de elegibilidad, independiente de aprobación presidencial.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N26	MEXICO_PANEL_STUDY_2012	Mexico Panel Study 2012	FUENTE_DATOS	OE-c4924c6957c6dfd37ddc93e0			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L16		MEDIA	NO	Escala/diseño/universo: 
N27	BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA	Base del Observatorio de Conflictos por el Agua	FUENTE_DATOS	OE-697db0914760551bdf2e9c70			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L25	CANDIDATA	MEDIA	NO	Escala/diseño/universo: 
N27	MEXICO_PANEL_STUDY_2012	Mexico Panel Study 2012	FUENTE_DATOS	OE-3074d0aa35a610f7c8e280b5			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L16		MEDIA	NO	Escala/diseño/universo: 
