# data/inventario-reactivos-contexto-v1_0.tsv -- sucesor overlay; no reordena fuentes historicas
# {"cache_hits": 21, "cache_misses": 0, "extractor_version": "reactivos-contexto-1.0.0", "filas_con_texto_publicadas": 22367, "filas_metadato_perimetro": 55895, "filas_sin_texto_residual": 33528, "fuentes": {"enif_2015_fd.xlsx": "8233cf53f590", "enif_2018_fd.xlsx": "dd8d5c92a7a0", "enif_2021_fd_pdf.zip": "6f4e3aab705d", "enif_2024_fd.xlsx": "17e2ad86ce9e", "ensafi2023/ensafi_2023_fd_xlsx.zip": "37bd0cb6dd54", "envipe2011/fd_envipe2011.xls": "d296c9f18cdb", "envipe2012/fd_envipe2012.xls": "dcca5373391c", "envipe2013/fd_envipe2013.xlsx": "7e842826e3f7", "envipe2014/fd_envipe2014.pdf": "b72ed2be77d4", "envipe2015/fd_envipe2015.pdf": "1042ab57b015", "envipe2016/fd_envipe2016.pdf": "e21428e021a6", "envipe2017/fd_envipe2017.pdf": "a633224e86cd", "fd_enif2012.xlsx": "f03d8e7c82f5", "fd_envipe2018.pdf": "30f78e99e545", "fd_envipe2019.pdf": "47d58f6c38b7", "fd_envipe2020.pdf": "94bcf0b012b9", "fd_envipe2021.pdf": "d85775241d6f", "fd_envipe2022.pdf": "8082959fa017", "fd_envipe2023.pdf": "743c260e89a6", "fd_envipe2024.pdf": "f8d720385957", "fd_envipe2025.pdf": "83fe02467b66"}, "objetos": ["envipe", "ennvih", "encuci", "enif", "ensafi"]}
id_origen	payload_id	sha256_12	instrumento	ola	archivo_miembro	variable_id	texto_reactivo	texto_tipo	contexto_busqueda	metodo	universo_declarado	fuente_texto	fuente_sha256_12	referencia_fuente
ext:103	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	viv_sel	Vivienda seleccionada	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=21
ext:104	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	hogar	Control del hogar	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=23
ext:105	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	n_inf	Número de renglón del informante	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=25
ext:106	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	r_sel	Renglón de la persona elegida	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=27
ext:107	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	tot_per	Total de personas en el hogar	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=33
ext:108	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p3_1	3.1 ¿Qué es usted del jefe o de la jefa del hogar?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=40
ext:109	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p3_2	3.2 ¿Actualmente usted... la jefa del hogar?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=47
ext:110	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p3_3	3.3 ¿Asiste usted actualmente a la escuela?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=54
ext:111	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	niv	3.4 ¿Cuál es el último año o grado que aprobó usted en la escuela?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=57
ext:113	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p3_7	3.7 ¿En su trabajo o negocio del mes pasado usted fue... 3.7 ¿En su trabajo o negocio del mes actualmente a la escuela? la jefa del hogar?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=88
ext:114	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p3_8	3.8 ¿Cuánto gana o recibe usted al mes por su trabajo, actividad o negocio?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=95
ext:115	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p3_9	3.9 ¿(NOMBRE)tiene derecho a atención médica en...	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=105
ext:116	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p3_10	3.10 ¿Usted aporta dinero para los gastos del hogar?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=115
ext:117	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p3_11	3.11 ¿En su hogar usted...	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=118
ext:118	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p4_1	4.1 ¿Usted lleva un registro de sus gastos o los de su hogar?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=127
ext:119	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p4_2	4.2 ¿Al mes le sobra dinero después de cubrir sus gastos o los de su hogar?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=131
ext:120	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p4_3	4.3 Si tuviera hoy una urgencia económica igual a lo que gana o recibe en un mes, ¿usted podría pagarla?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=135
ext:121	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p4_4_1	1 ¿Con sus ahorros?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=138
ext:122	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p4_4_2	2.¿Un adelanto de sueldo	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=140
ext:123	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p4_4_3	3 ¿La venta o el empeño de algún bien?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=142
ext:124	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p4_4_4	4 ¿El pepréstamo de familiares, amigos o conocidos?.	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=144
ext:125	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p4_4_5	5 Otro	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=146
ext:126	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_1_1	1 guardó dinero con familiares o conocidos?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=153
ext:127	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_1_2	2 guardó en una caja de ahorro de amigos o conocidos?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=155
ext:128	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_1_3	3 prestó dinero?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=157
ext:129	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_1_4	4 lo guardó en su casa?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=159
ext:130	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_1_5	5 ahorró en una tanda?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=161
ext:131	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_2_1	Gastos de educación y salud	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=164
ext:132	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_2_2	Atender emergencias o imprevistos	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=167
ext:133	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_2_3	Gastos de comida, personales y pago de servicios	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=170
ext:134	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_2_4	Comprar, remodelar o ampliar una casa, terrenos, vehículos, joyas, animales, etc	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=173
ext:135	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_2_5	Comenzar, ampliar u operar un negocio (materia prima, maquinaria y equipo)	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=176
ext:136	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_2_6	Pagar vacaciones o fiestas (XV años, bodas, etc.)	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=179
ext:137	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_2_7	Para la vejez o retiro	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=182
ext:138	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_2_8	Otro	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=185
ext:139	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_3	5.3 ¿Usted tiene alguna cuenta de ahorro, nomina, inversion u otra en algun banco?	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=189
ext:140	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_4_1	No le alcanza, sus ingresos son insuficientes o variables	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=192
ext:141	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_4_2	No le interesa o no lo necesita	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=196
ext:142	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_4_3	Los intereses son bajos	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=200
ext:143	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_4_4	Las comisiones son altas	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=204
ext:144	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_4_5	No confía en los bancos	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=208
ext:145	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_4_6	Piden requisitos que no tiene	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=212
ext:146	bases_enif2012_sav.zip	9f1d6eb7301b	enif2012	2012	ENIF_TMODULO1.sav	p5_4_7	Prefiere otras formas de ahorro (tanda, guardar en su casa, etc.)	PREGUNTA_DICCIONARIO		INSPECT_SPSS	PRESENTE_EN_DATA_RAW	fd_enif2012.xlsx	f03d8e7c82f5	miembro=fd_enif2012.xlsx;hoja=TMODULO1;fila=216
