# data/emparejamiento-motor-v1_2.tsv -- ACTO MAESTRA32-E4 · RE-EMPAREJA, COMMIT-2
# Re-corrida VERBATIM de la especificacion congelada de MAESTRA32-E2
# (forense/notas/2026-08-28-empareja-spec.md, COMMIT-1), elevada a
# tools/reempareja.py desde el bloque de ACTO MAESTRA32-E6 (dentro de
# forense/notas/2026-08-30-etiqueta-v1_2-cierre.md), sobre el universo
# ampliado de este acto: data/inventario-reactivos-v1_2.tsv UNION
# data/inventario-reactivos-ext-v1_0.tsv (ACTO MAESTRA32-E3 v2), mas
# data/inventario-fd-v1_1.tsv. Ningun termino/criterio de
# CANDIDATO/circularidad/co-observacion/prioridad cambio frente a E2/E6.
# Detalle de la re-corrida y de las tres tablas: forense/notas/2026-08-30-reempareja-spec.md,
# forense/notas/2026-08-30-reempareja-cierre.md.
gen	coef	lado	variable_id	instrumento	texto	via	veredicto_candidato	razon	tabla	termino
G5	familismo_apoyo	theta	P3_20_3	enut2024	3.20 Durante los últimos tres meses, ¿las personas de este hogar recibieron dinero de familiares o amistades que viven o se fueron a trabajar a otro país?	texto	CANDIDATO		inventario-fd-v1_1	dinero de familiares
G5	familismo_apoyo	theta	P3_20_4	enut2024	3.20 Durante los últimos tres meses, ¿las personas de este hogar recibieron dinero de familiares o amistades que viven en el país?	texto	CANDIDATO		inventario-fd-v1_1	dinero de familiares
G5	familismo_apoyo	desenlace	NCUIDADORA	elcos2012		id	CANDIDATO		inventario-reactivos-v1_2	cuidador
G5	familismo_apoyo	desenlace	P28B. Dígame si está usted de acuerdo o en desacuerdo con las siguientes frases Si uno no se cuida a sí mismo la gente se aprovechará	encup2012		id	DESCARTADO-con-razón	"homónimo: ítem de autocuidado/confianza generalizada (""si uno no se cuida a sí mismo la gente se aprovechará""), no carga de cuidado familiar"	inventario-reactivos-v1_2	cuida a
G5	familismo_apoyo	desenlace	cuid_perso	eder2017	Niñero o cuidador de ancianos	texto	CANDIDATO		inventario-reactivos-ext-v1_0	cuidador
G5	familismo_apoyo	desenlace	padre_cor	eder2017	Corresidencia con el padre	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	madre_cor	eder2017	Corresidencia con la madre	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hnos_cor	eder2017	Corresidencia con los hermanos	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	parien_cor	eder2017	Corresidencia algún familiar	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union1	eder2017	Corresidencia primera unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union2	eder2017	Corresidencia segunda unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union3	eder2017	Corresidencia tercera unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union4	eder2017	Corresidencia cuarta unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union5	eder2017	Corresidencia quinta unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union6	eder2017	Corresidencia sexta unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	suegro_cor	eder2017	Corresidencia con el suegro	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	suegra_cor	eder2017	Corresidencia con el suegra	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	familia_c	eder2017	Corresidencia familia política	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_1	eder2017	Corresidencia con primer hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_2	eder2017	Corresidencia con segundo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_3	eder2017	Corresidencia con tercer hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_4	eder2017	Corresidencia con cuarto hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_5	eder2017	Corresidencia con quinto hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_6	eder2017	Corresidencia con sexto hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_7	eder2017	Corresidencia con séptimo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_8	eder2017	Corresidencia con octavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_9	eder2017	Corresidencia con noveno hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_10	eder2017	Corresidencia con décimo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_11	eder2017	Corresidencia con onceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_12	eder2017	Corresidencia con doceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_13	eder2017	Corresidencia con treceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_14	eder2017	Corresidencia con catorceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_15	eder2017	Corresidencia con quinceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cuid_perso	eder2017	Niñero o cuidador de ancianos	texto	CANDIDATO		inventario-reactivos-ext-v1_0	cuidador
G5	familismo_apoyo	desenlace	padre_cor	eder2017	Corresidencia con el padre	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	madre_cor	eder2017	Corresidencia con la madre	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hnos_cor	eder2017	Corresidencia con los hermanos	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	parien_cor	eder2017	Corresidencia algún familiar	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union1	eder2017	Corresidencia primera unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union2	eder2017	Corresidencia segunda unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union3	eder2017	Corresidencia tercera unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union4	eder2017	Corresidencia cuarta unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union5	eder2017	Corresidencia quinta unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	cor_union6	eder2017	Corresidencia sexta unión	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	suegro_cor	eder2017	Corresidencia con el suegro	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	suegra_cor	eder2017	Corresidencia con el suegra	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	familia_c	eder2017	Corresidencia familia política	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_1	eder2017	Corresidencia con primer hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_2	eder2017	Corresidencia con segundo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_3	eder2017	Corresidencia con tercer hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_4	eder2017	Corresidencia con cuarto hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_5	eder2017	Corresidencia con quinto hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_6	eder2017	Corresidencia con sexto hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_7	eder2017	Corresidencia con séptimo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_8	eder2017	Corresidencia con octavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_9	eder2017	Corresidencia con noveno hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_10	eder2017	Corresidencia con décimo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_11	eder2017	Corresidencia con onceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_12	eder2017	Corresidencia con doceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_13	eder2017	Corresidencia con treceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_14	eder2017	Corresidencia con catorceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	hij_cor_15	eder2017	Corresidencia con quinceavo hijo	texto	CANDIDATO		inventario-reactivos-ext-v1_0	corresidencia
G5	familismo_apoyo	desenlace	p3_2	endireh2016	3.2. ¿Su actual esposo o pareja vive con usted?	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	p4ab_2	endireh2016	4AB.2. ¿Desde hace cuánto tiempo su esposo o pareja NO vive con usted?	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	p18_4	endireh2016	18.4. ¿Usted cuida a sus nietos(as) o sobrinos(as)…	texto	CANDIDATO		inventario-reactivos-ext-v1_0	cuida a
G5	familismo_apoyo	desenlace	p3_2	endireh2016	3.2. ¿Su actual esposo o pareja vive con usted?	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1b	(sin-instrumento-derivable)	MADRE VIVE CON CONYUGE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1c	(sin-instrumento-derivable)	MADRE VIVE CON HIJA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1d	(sin-instrumento-derivable)	MADRE VIVE CON HIJO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1e	(sin-instrumento-derivable)	MADRE VIVE CON CUNADO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1f	(sin-instrumento-derivable)	MADRE VIVE CON HERMANA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1g	(sin-instrumento-derivable)	MADRE VIVE CON HERMANO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1h	(sin-instrumento-derivable)	MADRE VIVE CON NIETO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1i	(sin-instrumento-derivable)	MADRE VIVE CON PADRES	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1j	(sin-instrumento-derivable)	MADRE VIVE CON OTROS	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1b	(sin-instrumento-derivable)	PADRE VIVE CON CONYUGE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1c	(sin-instrumento-derivable)	PADRE VIVE CON HIJA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1d	(sin-instrumento-derivable)	PADRE VIVE CON HIJO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1e	(sin-instrumento-derivable)	PADRE VIVE CON CUNADO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1f	(sin-instrumento-derivable)	PADRE VIVE CON HERMANA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1g	(sin-instrumento-derivable)	PADRE VIVE CON HERMANO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1h	(sin-instrumento-derivable)	PADRE VIVE CON NIETO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1i	(sin-instrumento-derivable)	PADRE VIVE CON PADRES	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1j	(sin-instrumento-derivable)	PADRE VIVE CON OTROS	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	res02	(sin-instrumento-derivable)	HIJOS VIVOS VIVE CON USTED?	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	ls08	(sin-instrumento-derivable)	CUIDA AL MENOR	texto	CANDIDATO		inventario-reactivos-ext-v1_0	cuida a
G5	familismo_apoyo	desenlace	tp27m_1b	(sin-instrumento-derivable)	MADRE VIVE CON CONYUGE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1c	(sin-instrumento-derivable)	MADRE VIVE CON HIJA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1d	(sin-instrumento-derivable)	MADRE VIVE CON HIJO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1e	(sin-instrumento-derivable)	MADRE VIVE CON CUNADO/A	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1f	(sin-instrumento-derivable)	MADRE VIVE CON HERMANA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1g	(sin-instrumento-derivable)	MADRE VIVE CON HERMANO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1h	(sin-instrumento-derivable)	MADRE VIVE CON NIETO/A	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1i	(sin-instrumento-derivable)	MADRE VIVE CON SU MADRE/MADRE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1j	(sin-instrumento-derivable)	MADRE VIVE CON OTRO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1b	(sin-instrumento-derivable)	PADRE VIVE CON CONYUGE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1c	(sin-instrumento-derivable)	PADRE VIVE CON HIJA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1d	(sin-instrumento-derivable)	PADRE VIVE CON HIJO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1e	(sin-instrumento-derivable)	PADRE VIVE CON CUNADO/A	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1f	(sin-instrumento-derivable)	PADRE VIVE CON HERMANA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1g	(sin-instrumento-derivable)	PADRE VIVE CON HERMANO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1h	(sin-instrumento-derivable)	PADRE VIVE CON NIETO/A	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1i	(sin-instrumento-derivable)	PADRE VIVE CON SU PADRE/MADRE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1j	(sin-instrumento-derivable)	PADRE VIVE CON OTRO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1b	(sin-instrumento-derivable)	MADRE VIVE CON CONYUGE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1c	(sin-instrumento-derivable)	MADRE VIVE CON HIJA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1d	(sin-instrumento-derivable)	MADRE VIVE CON HIJO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1e	(sin-instrumento-derivable)	MADRE VIVE CON CUNADO(A)	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1f	(sin-instrumento-derivable)	MADRE VIVE CON HERMANA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1g	(sin-instrumento-derivable)	MADRE VIVE CON HERMANO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1h	(sin-instrumento-derivable)	MADRE VIVE CON NIETO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1i	(sin-instrumento-derivable)	MADRE VIVE CON PADRES	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1j	(sin-instrumento-derivable)	MADRE VIVE CON OTROS	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1b	(sin-instrumento-derivable)	PADRE VIVE CON CONYUGE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1c	(sin-instrumento-derivable)	PADRE VIVE CON HIJA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1d	(sin-instrumento-derivable)	PADRE VIVE CON HIJO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1e	(sin-instrumento-derivable)	PADRE VIVE CON CUNADO(A)	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1f	(sin-instrumento-derivable)	PADRE VIVE CON HERMANA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1g	(sin-instrumento-derivable)	PADRE VIVE CON HERMANO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1h	(sin-instrumento-derivable)	PADRE VIVE CON NIETO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1i	(sin-instrumento-derivable)	PADRE VIVE CON PADRES	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1j	(sin-instrumento-derivable)	PADRE VIVE CON OTROS	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	res02	(sin-instrumento-derivable)	HIJOS VIVOS VIVE CON USTED?	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	ls08	(sin-instrumento-derivable)	CUIDA AL MENOR	texto	CANDIDATO		inventario-reactivos-ext-v1_0	cuida a
G5	familismo_apoyo	desenlace	tp27m_1b	(sin-instrumento-derivable)	MADRE VIVE CON CONYUGE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1c	(sin-instrumento-derivable)	MADRE VIVE CON HIJA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1d	(sin-instrumento-derivable)	MADRE VIVE CON HIJO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1e	(sin-instrumento-derivable)	MADRE VIVE CON CUNADO/A	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1f	(sin-instrumento-derivable)	MADRE VIVE CON HERMANA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1g	(sin-instrumento-derivable)	MADRE VIVE CON HERMANO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1h	(sin-instrumento-derivable)	MADRE VIVE CON NIETO/A	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1i	(sin-instrumento-derivable)	MADRE VIVE CON SU MADRE/MADRE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27m_1j	(sin-instrumento-derivable)	MADRE VIVE CON OTRO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1b	(sin-instrumento-derivable)	PADRE VIVE CON CONYUGE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1c	(sin-instrumento-derivable)	PADRE VIVE CON HIJA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1d	(sin-instrumento-derivable)	PADRE VIVE CON HIJO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1e	(sin-instrumento-derivable)	PADRE VIVE CON CUNADO/A	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1f	(sin-instrumento-derivable)	PADRE VIVE CON HERMANA	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1g	(sin-instrumento-derivable)	PADRE VIVE CON HERMANO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1h	(sin-instrumento-derivable)	PADRE VIVE CON NIETO/A	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1i	(sin-instrumento-derivable)	PADRE VIVE CON SU PADRE/MADRE	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
G5	familismo_apoyo	desenlace	tp27p_1j	(sin-instrumento-derivable)	PADRE VIVE CON OTRO	texto	CANDIDATO		inventario-reactivos-ext-v1_0	vive con
