necesidad_id	fuente_canonica	evidencia_id	estado_anterior	estado_propuesto	evidencia_explicita	razon	reserva_incertidumbre	requiere_decision_humana
N19	ENAFIN	OE-a5edd5e72023c3fd62443723	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L62	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N21	PRICE_AND_INFORMATION_TYPE_IN_LIFE_MICROINSURANCE_DEMAND	OE-3f3621b9740c3f71eda9405e	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L19 | INDEXADO-NO-DESCARGADO	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N22	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-2e7c0cb62d2dd259f169ff2d	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7 | SATISFACE-UMBRAL-DOCUMENTAL	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N23	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-a14e96d801084c74dc601f6f	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7 | SATISFACE-UMBRAL-DOCUMENTAL	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N24	REPORTE_SOBRE_USO_Y_CONFIANZA_DE_SERVICIOS_FINANCIEROS_DIGITALES	OE-eddca7ca14da62ef97c9048e	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L4 | INDEXADO-NO-DESCARGADO	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N24	SERIES_SPEI_CODI_BANXICO	OE-1d551a7bd75c9682788e3c09	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N25	COMPARATIVE_STUDY_OF_ELECTORAL_SYSTEMS_MEXICO_2018	OE-6a75b1a2239a134c0f76a622	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L10 | INDEXADO-NO-DESCARGADO	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	OE-c0e6f88263d23f3aa80725aa	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L2 | SATISFACE-UMBRAL-DOCUMENTAL	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	OE-c8e117825dd360967c8a01a5	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L6 | SATISFACE-UMBRAL-DOCUMENTAL	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N25	ENCUP	OE-69905761f187f3a3ed192af6	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N27	BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA	OE-697db0914760551bdf2e9c70	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L25 | CANDIDATA	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N27	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	OE-8ea8d18a90b95bcb481273e3	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L13 | INDEXADO-NO-DESCARGADO	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N28	ISSP	OE-c8c9d84103b02bcbc47c2aff	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N30	BIARE	OE-e16378a2a79da5a6d4246280	CANDIDATA	CANDIDATA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md | Disposición a transar con desconocidos por nivel de enforcement.	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N30	ENBIARE2021	OE-3c9d2eefcfaae7c834250eff	CANDIDATA	CANDIDATA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md | Disposición a transar con desconocidos por nivel de enforcement.	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N30	ENCOAP	OE-afbccf1f7b1758eeb190c954	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N30	ENCOAP	OE-f6187f98195ede5827d421f1	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L15 | ABIERTO-SIN-MAPEO	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N30	ISSP	OE-e3bde63fce778e1bc8333717	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N30	ISSP	OE-c8d1b5e40a5c3a561eac0183	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L10 | INDEXADO-NO-DESCARGADO	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N30	LAPOP	OE-dd987fd1f12b5504ad657782	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L6	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N30	LATINOBARÓMETRO	OE-18a91d6f51832ff30efa00b4	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L11	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N32	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-32b1a46c23141f7f5fe25916	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7 | SATISFACE-UMBRAL-DOCUMENTAL	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
N33	SIN_CANDIDATO_IDENTIFICADO	OE-ed59a4b92278706a6e55eff4	CANDIDATA	CANDIDATA	MAIN:canon/estado-programa-v1_10.md;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md;MAIN:forense/cruce-catalogo-fichas-v1_0.md;MAIN:forense/cruce-catalogo-fichas-v2_0.md | Dato secundario publicado y agregado sobre disposición a testificar antes/después de protección.	Estado preservado: la evidencia referenciada no contiene una apertura explícita aplicable suficiente para reclasificar esta relación concreta.	Falta apertura o mapeo fuente-necesidad-evidencia; no se infiere por afinidad temática.	NO
