id_lectura	ruta	sha256_recalculado	linea	tier_literal	texto_fuente	estado_dictamen
LECTURA-d47463c2-11	corpus/reports/Adopción_y_Resistencia_Tecnológica_en_México__La_Paradoja_de_la_Baja_Confianza_Institucional.md	d47463c20b6ca69c5afbe49e2b69295c75c414f7c974c405b7987c880ff4d74b	33	MEDIO	11. **[MEDIO / COMPARATIVO] India y Brasil muestran que el efecto de red + mandato/incentivo estatal supera la baja confianza.** India (Aadhaar/UPI) y Brasil (Pix) lograron adopción masiva de infraestructura digital pública en contextos de desigualdad, mediante diseño abierto, gratuidad, obligatoriedad de participación de bancos y paciencia estratégica. México ha carecido de esa combinación en pagos (CoDi) pero la está intentando por vía coercitiva en identidad (CURP biométrica), un enfoque más cercano al riesgo indio de exclusión.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-d47463c2-12	corpus/reports/Adopción_y_Resistencia_Tecnológica_en_México__La_Paradoja_de_la_Baja_Confianza_Institucional.md	d47463c20b6ca69c5afbe49e2b69295c75c414f7c974c405b7987c880ff4d74b	35	MEDIO	12. **[MEDIO] Telemedicina y salud digital crecieron por necesidad (COVID + sistema saturado), no por confianza.** El 50% de los médicos realizó teleconsultas en 2024 y el mercado de salud online alcanzó 1,600 millones de USD en 2024. La adopción convive con reticencia de médicos y pacientes que perciben la atención presencial como superior — utilidad/acceso por encima de confianza.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-d47463c2-13	corpus/reports/Adopción_y_Resistencia_Tecnológica_en_México__La_Paradoja_de_la_Baja_Confianza_Institucional.md	d47463c20b6ca69c5afbe49e2b69295c75c414f7c974c405b7987c880ff4d74b	37	HIPÓTESIS	13. **[HIPÓTESIS] La confianza radial puede canalizar adopción vía recomendación interpersonal más que frenarla.** Es plausible —pero no probado con datos conductuales directos mexicanos— que la alta confianza en la red cercana funcione como mecanismo de difusión. Es hipótesis generadora, no hallazgo establecido.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-d47463c2-14	corpus/reports/Adopción_y_Resistencia_Tecnológica_en_México__La_Paradoja_de_la_Baja_Confianza_Institucional.md	d47463c20b6ca69c5afbe49e2b69295c75c414f7c974c405b7987c880ff4d74b	39	SÓLIDO	"14. **[SÓLIDO] La desconfianza mexicana no es distintivamente mexicana.** Es rasgo de sociedades desiguales y de baja confianza generalizada (Latinoamérica es la región más desconfiada del mundo según el World Values Survey citado por Latinobarómetro 2024). Atribuir la conducta tecnológica a una ""cultura mexicana"" específica es un error; es adaptación racional a instituciones que efectivamente fallan."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-d47463c2-15	corpus/reports/Adopción_y_Resistencia_Tecnológica_en_México__La_Paradoja_de_la_Baja_Confianza_Institucional.md	d47463c20b6ca69c5afbe49e2b69295c75c414f7c974c405b7987c880ff4d74b	41	SÓLIDO	"15. **[SÓLIDO / PELIGRO DE MALINTERPRETACIÓN] ""Baja confianza institucional = rechazo a la IA"" es falso.** La evidencia conductual lo refuta. Confundir ambas cosas llevaría a estrategias de despliegue equivocadas."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-01	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	9	NO-EXPLÍCITO	"1. **La categoría central —pérdida ambigua (Pauline Boss)— aplica bien, pero su locus es el contexto, no el psiquismo individual.** Boss distingue dos tipos (ausencia física con presencia psicológica; presencia física con ausencia psicológica); la desaparición es el primer tipo. La evidencia mexicana (Almanza-Avendaño, Hernández-Brussolo y Gómez-San Luis, 2020, Tamaulipas) muestra que el sufrimiento ""se origina y se desarrolla en el ámbito de lo social"", condicionado por la impunidad y la ineficiencia institucional."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-02	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	10	NO-EXPLÍCITO	"2. **""Cierre"" (closure) es un mito importado y dañino.** Boss y Carnes (2012, ""The myth of closure"") sostienen que en la pérdida ambigua el objetivo no es cerrar sino construir sentido y aumentar la tolerancia a la ambigüedad; buscar el cierre es ""no solo una meta mítica e inalcanzable, sino especialmente insana"" para estas familias."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-03	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	11	NO-EXPLÍCITO	3. **La esperanza intensifica el duelo.** El estudio colombiano de Heeke, Stammel y Knaevelsrud (2015) halló que entre familiares de desaparecidos la magnitud de la esperanza predice la severidad del duelo prolongado por encima de la depresión: cuanto más se espera que el ser querido siga vivo, más severos los síntomas.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-04	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	12	NO-EXPLÍCITO	"4. **Contra la intuición, la desaparición no siempre produce más patología clínica que la muerte confirmada.** En el mismo estudio colombiano: *""23% of participants who lost a significant other to disappearance met criteria for PGD as compared to 31.5% in bereaved participants. No differences were found between the two groups in terms of symptom severity of PGD""* (Heeke, Stammel & Knaevelsrud, 2015, *Journal of Affective Disorders* 173:59-64; n=73 desaparición, n=222 deudos por muerte confirmada, cuatro provincias colombianas). Esto matiza el cliché de que ""no saber es siempre peor""."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-05	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	13	NO-EXPLÍCITO	"5. **El diagnóstico de ""trastorno por duelo prolongado"" (DSM-5-TR/CIE-11) es cuestionable en este contexto.** Impone un reloj (12 meses en adultos) y supuestos anglosajones; aplicarlo a la desaparición patologiza injustamente un sufrimiento de origen social y con incertidumbre objetiva. El TEPT tampoco encaja bien: no hay evento ""post"", el trauma es continuo."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-06	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	14	NO-EXPLÍCITO	6. **El género es el eje organizador.** Las buscadoras son mayoritariamente madres, hermanas, esposas e hijas; los desaparecidos son mayoritariamente hombres jóvenes (pico entre 25 y 29 años), aunque crece la desaparición de niñas y mujeres. El rol de búsqueda extiende el mandato de cuidado femenino (marianismo) al espacio público y de riesgo.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-07	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	15	NO-EXPLÍCITO	"7. **La búsqueda es a la vez afrontamiento activo (agencia) y herida permanente.** Salir a buscar restituye propósito y rompe el aislamiento; a la vez expone a peligro físico: al menos **35 personas buscadoras han sido asesinadas desde 2010 —25 durante los gobiernos de la ""4T""— más 8 desaparecidas (43 en total), 21 de ellas mujeres**, según el registro de Artículo 19 (marzo de 2026)."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-08	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	16	NO-EXPLÍCITO	"8. **La revictimización institucional es un segundo trauma documentado.** El ""peregrinaje institucional"", la espera de 72 horas para denunciar, el ""mucho papeleo, resultado nulo"", el interrogar a las madres sobre lo que ELLAS han averiguado, configuran una segunda victimización burocrática."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-09	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	17	NO-EXPLÍCITO	"9. **Crisis forense: más de 70,000 cuerpos sin identificar** bajo custodia del Estado (informe de la CIDH presentado el 11 de mayo de 2026 por la relatora Andrea Pochak; la Plataforma Ciudadana de Fosas de la IBERO cifra ""más de 72 mil""). Fragmentación entre fiscalías, bases de datos incompatibles y, ""para 2023 el país contaba únicamente con 32 peritos en antropología forense"" (CIDH). Sin identificación no hay ni duelo ni verdad."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-10	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	18	NO-EXPLÍCITO	10. **La ONU escaló México al máximo nivel.** El 4 de abril de 2025, al cierre de su 28º período de sesiones, el presidente del Comité contra la Desaparición Forzada (CED), Olivier de Frouville, anunció la activación —por primera vez en la historia del organismo— del Artículo 34 respecto a México, indicando indicios de una práctica generalizada/sistemática (posibles crímenes de lesa humanidad); el caso está en estudio en la Asamblea General.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-11	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	19	NO-EXPLÍCITO	"11. **La religiosidad popular es andamiaje de sentido y de organización.** Misas mensuales, peregrinaciones guadalupanas, lavatorio de pies en Catedral, ""ejes de iglesias"" en las brigadas: la fe sostiene la esperanza y visibiliza, pero también choca a veces con instituciones religiosas que revictimizan."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-12	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	20	NO-EXPLÍCITO	"12. **El estigma (""en algo andaba"") aísla y es funcional al Estado.** La distinción entre víctimas ""inocentes/culpables/sospechosas"" desactiva el duelo social y libera al Estado de responsabilidad; también sostiene la creencia en un ""mundo justo"" de quienes no han sido afectados."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-13	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	21	NO-EXPLÍCITO	13. **Es duelo colectivo, no solo individual.** El afrontamiento en colectivo crea significación y agencia que exceden lo individual; antimonumentos y memoriales disputan la memoria pública.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-14	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	22	NO-EXPLÍCITO	"14. **Se conecta con ""confianza radial"" y con la ""violencia como destructor selectivo del tejido social"":** la violencia y la omisión estatal destruyen la confianza en instituciones pero refuerzan la red personal/comunitaria (los colectivos) —no como rasgo cultural, sino como adaptación racional a un Estado que no responde."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-36eaeb28-15	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	36eaeb28928c071d8d8b827d62a77ed4cf8f08407c4fa251f1ddc3de15c20879	23	NO-EXPLÍCITO	15. **La comparación útil:** Colombia ofrece el modelo institucional (Unidad de Búsqueda humanitaria y extrajudicial), Guatemala la lección forense-psicosocial (FAFG + acompañamiento), Argentina el poder político-simbólico de las madres —pero ninguno replica la ausencia de transición mexicana.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-01	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	9	NO-EXPLÍCITO	1. **La distancia de poder es alta pero aspiracionalmente rechazada.** México puntúa 81 en PDI (Hofstede), pero el estudio GLOBE muestra que los mexicanos desean niveles significativamente menores de distancia de poder —entre los más bajos de todos los clústeres culturales globales.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-02	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	11	NO-EXPLÍCITO	2. **El respeto es performativo antes que sumiso.** El valor cultural del *respeto* opera como código de comportamiento público (deferencia, decoro, obediencia ritual) más que como internalización genuina de subordinación. La Encuesta Mundial de Valores registra que el **57% de los mexicanos** valoran la obediencia como cualidad infantil deseable (vs. 28% en EE.UU., 3% en Japón).	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-03	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	13	NO-EXPLÍCITO	3. **La autoridad se legitima por vínculos personales, no por posición formal.** El *personalismo* y la *confianza* son los mecanismos que validan a quien ejerce poder. Un jefe sin relación personal es una figura formal vacía; un compadre sin cargo formal puede tener más influencia real.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-04	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	15	NO-EXPLÍCITO	"4. **Existe un ""doble discurso"" estructural.** Desde la colonia (""la ley se acata pero no se cumple""), México mantiene una brecha sistémica entre el marco normativo formal y la práctica cotidiana. El **77.5% quiere un líder político fuerte** y simultáneamente el **88.7%** dice que gobernar requiere participación de todos (ENCUCI 2020)."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-05	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	17	NO-EXPLÍCITO	"5. **Las redes informales (compadrazgo, palancas) funcionan como gobernanza paralela.** Son mecanismos adaptativos ante instituciones disfuncionales: ""una familia que sigue las reglas y no puede doblarlas es considerada una familia fracasada."""	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-06	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	19	NO-EXPLÍCITO	6. **La confianza es particularista, no generalizada.** El 62.1% confía en personas conocidas personalmente; solo el 13.8% confía en servidores públicos (ENCUCI 2020). Se confía en individuos, no en instituciones.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-07	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	21	NO-EXPLÍCITO	"7. **El liderazgo ideal es carismático-paternalista, no autoritario puro.** El estudio GLOBE muestra que los mexicanos prefieren líderes altamente carismáticos (5.99/7) y orientados al equipo (5.96/7), pero solo moderadamente participativos (5.42/7). El jefe ideal es un ""autócrata benevolente."""	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-08	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	23	NO-EXPLÍCITO	"8. **El conflicto se evita sistemáticamente.** Un ""sí"" puede significar ""quizás"" y un ""quizás"" puede significar ""no."" La comunicación indirecta protege las relaciones pero genera costos operativos significativos en organizaciones."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-09	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	25	NO-EXPLÍCITO	"9. **La clase social modula la relación con la autoridad más que la ""cultura nacional.""** La movilidad intergeneracional en México es la más baja de América Latina: los hijos de trabajadores de cuello blanco tienen **3.5 veces más probabilidad** de acceder a empleos similares que los hijos de obreros. El tono de piel determina diferencias de ingreso que superan el **100%**."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-10	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	27	NO-EXPLÍCITO	10. **El cambio generacional es real pero no lineal.** El 55% de la fuerza laboral tiene menos de 25 años. Los millennials y Gen Z prefieren colaboración sobre deferencia, pero la evidencia de Berkeley (2024) muestra que no hay diferencias generacionales significativas en preferencia por jerarquía *per se* —lo que cambia es la demanda de justificación.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-11	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	29	NO-EXPLÍCITO	11. **Las diferencias regionales son tan profundas como las diferencias entre países.** El norte industrial (Monterrey, Chihuahua) opera con normas más cercanas al sur de EE.UU.; el sur indígena (Chiapas, Oaxaca) mantiene sistemas de autoridad comunal precoloniales; la CDMX es un outlier cosmopolita.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-12	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	31	NO-EXPLÍCITO	12. **La religión católica ha perdido el monopolio moral.** Del 99% católico en 1900 al 77.7% en 2020, con protestantismo en 11.2% y sin religión en 8.1%. La autoridad religiosa se fragmenta, especialmente en el sureste (Chiapas: 35% evangélico).	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-13	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	33	NO-EXPLÍCITO	"13. **El 90% de las empresas mexicanas son familiares**, pero solo el 5% tiene gobernanza adecuada y solo el 3% tiene plan de sucesión. La autoridad del fundador funciona como ""veto informal sobre todo."""	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-14	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	35	NO-EXPLÍCITO	14. **La corrupción funciona como lubricante burocrático racional.** México obtuvo 27/100 en el Índice de Percepción de Corrupción (2025), posición 141 de 182 países. Solo el 27% cree que los funcionarios rechazan sobornos.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-2f7b4f03-15	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	2f7b4f0340924aebd7a943f9df5c06c88f9983e6a01e9ae1d16a1360b4e5441c	37	NO-EXPLÍCITO	"15. **AMLO/Morena replicaron patrones del PRI.** El caudillismo democrático moderno combina aprobación mayoritaria (66-85%) con debilitamiento institucional. Morena absorbió redes clientelares existentes, ""recompensando lealtad sobre competencia."""	PENDIENTE-DE-DEDUP-Y-CONTRATO
