id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-e317fefe-11	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L29	Participación masculina en cuidado por ENUT exige actividad, edad del receptor, horas y ola; «minoritaria/clasista» precisa interacción por clase/educación.		PENDIENTE-ENUT-PATERNIDAD	¿Qué reactivos ENUT 2009/2024, población masculina y actividad son comparables; existe cuidado directo de hijos vs doméstico?	ENUT 2009/2024 cuestionarios, FD y diseño (2024 en main por #1090)	ASTRA5-U1	Cotejar serie homologada y no llamar RESULT a contrato documental TIME-002.
LECTURA-e317fefe-12	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L31	Jefatura de facto y decisión a distancia son constructos diferentes; estudios mazahuas/Guanajuato no prueban efecto nacional de emigración masculina.		PENDIENTE-JEFATURA-MIGRACION	¿Qué muestra y pregunta mide titularidad, administración de remesas, decisión patrimonial y sobrecarga?	Estudios Estado de México mazahua/Guanajuato por registrar	ASTRA5-MESA-GENERO	Deduplicar con report migración y conservar ambivalencia sin cifra nacional.
LECTURA-e317fefe-13	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L33	Comparación feminicidio regional mezcla concepto jurídico, categorías CEPAL y escala de desaparición/crimen organizado; «distintivo México» requiere tasas armonizadas.		PENDIENTE-FEMINICIDIO-REGIONAL	¿Qué definición/corte CEPAL y serie comparable de desaparición y homicidio usa cada país?	CEPAL Observatorio 2024; SESNSP/INEGI; RNPDNO por registrar	ASTRA5-U2	Comparar tasas y clasificaciones, no absolutos ni origen del concepto como evidencia de escala.
LECTURA-e317fefe-14	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L35	Backlash conservador por región/religión es hipótesis; activismo visible no mide tamaño de apoyo ni efecto de derechos en actitudes.		PENDIENTE-BACKLASH	¿Qué serie de actitudes, organizaciones y movilización por estado/ola distingue oposición real de cobertura mediática?	Encuesta nacional temporal y archivos legislativos por identificar	ASTRA5-U2	Mantener hipótesis regional sin generalización religiosa.
LECTURA-e317fefe-15	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L37	Advertencia sobre muestras de mexicanoestadounidenses aplica a Arciniega/Castillo/Wheeler/HCHS-SOL, con poblaciones distintas; valida cautela de transferencia, no imposibilidad de medir género en México.		PENDIENTE-TRANSFERENCIA-B	¿Qué residencia, ascendencia, N e invariancia de cada escala existen en estudios mexicanos?	Artículos Arciniega/Castillo/Wheeler/Nuñez y validaciones México por registrar	ASTRA5-MESA-GENERO	Marcar b por fuente y buscar equivalente primario mexicano por afirmación.
GENERO-INTERNO-01	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L39-L87	GEN-001 sólo contrata subcomponente físico de pareja actual A1/A2. #1093/merge 8721d658 en main trae RESULT-ENDIREH2021-PF-TABLA nacional vida 15.5953% (n=68540) para ese subcomponente, sellado en disco pero sin registro de publicación; no reproduce 34.7% físico global ni 70.1% cualquier violencia. Los otros ocho RESULT cubren relaciones, ámbitos, ventanas y ola 2016 distintos.	ASTRA5-U0-GEN-001	RESULT-SUBCOMPONENTE-EN-MAIN-SIN-CONTRASTE-AGREGADO; PUBLICACION-PENDIENTE	¿Qué baterías General/A/B/C y universos construyen cualquier violencia, psicológica 51.6, sexual 49.7, física 34.7?	ENDIREH 2021 cuestionarios/FD/diseño main #1082; #1093 merge 8721d658, RESULT-ENDIREH2021-PF-TABLA CALC ...PAREJA-FISICA-0004 resultados SHA 2924630885c0577d76bb039a02d6ce039f09ecdd19c9a679aaae0d97df06c067; `cotejo-result-endireh-v1_0.tsv` y matriz U2; General/A/B/C para global pendiente	ASTRA5-U2	U2 publica resultados por canal y completa tipos/ámbitos/universos; U0 mantiene GEN-001 MEDIBLE-EN-CORPUS y sin contraste directo del 70.1/34.7 global.
GENERO-INTERNO-02	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L91-L116	Escalas de guiones y dinámica de pareja repiten diáspora; resultados transversales no prueban causalidad ni representatividad mexicana.		PENDIENTE-MECANISMOS-DIADA	¿Qué muestra mexicana observa guiones, demanda/retirada, violencia y búsqueda de ayuda conjuntamente?	Arciniega 2008; Castillo 2010; Wheeler 2010; estudio mexicano por localizar	ASTRA5-MESA-GENERO	Deduplicar con report pareja y separar escalas de intervención.
GENERO-INTERNO-03	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L118-L165	Actitud/conducta, impunidad, derecho y migración se comparan con años/universos incompatibles; causalidad «estructura dominante» requiere diseño propio.		PENDIENTE-BRECHA-Y-CAUSA	¿Qué panel pregunta actitudes y comportamiento de cuidado/violencia en mismos hogares, con oferta de servicios?	ENUT/ENOE/ENDIREH, encuestas de actitudes y estudios rurales por localizar	ASTRA5-U2	No usar marginales de distintos instrumentos como prueba de brecha individual.
GENERO-INTERNO-04	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L167-L195	Segmentación y comparación España/Argentina/LatAm mezclan leyes, homicidios y tasas sin homologar; afirmaciones de estado legal cambian por fecha.		PENDIENTE-COMPARACION-LEGAL	¿Qué norma y fuente primaria vigente soporta licencias 5 días, aborto por estado y protección España/Argentina; qué tasas comparables?	DOF/SCJN/diarios estatales, CGPJ España, CEPAL y legislación argentina por cotejar	ASTRA5-U2	Verificar corte jurídico antes de comparación causal.
GENERO-INTERNO-05	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md:L196-L258	Propuestas de cuidados, justicia, salud mental y marketing requieren evaluación; 23.9% PIB es valor imputado de trabajo, no ahorro fiscal redistribuible íntegramente.		PENDIENTE-INTERVENCIONES-GENERO	¿Qué evaluación estima efectos de licencias, servicios de cuidado y justicia, costos y distribución?	Evaluaciones por identificar; CSTNRHM 2024 para valor imputado	ASTRA5-U2	Mantener propuestas condicionadas y separar valor imputado de presupuesto.
