id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-dfb84e08-11	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L29	Alianza PES-Morena y pérdida de registro son hechos electorales; «organización evangélica mejor» requiere comparación medible por confesión/participación.		PENDIENTE-PES-VOTO	¿Qué registros INE/TEPJF fijan alianza, votación y registro; qué encuesta mide religión de votantes o movilización?	INE convenios/actas 2018/2021; encuesta electoral por identificar	ASTRA5-U3	Separar partido confesional de voto evangélico individual y causalidad pastoral.
LECTURA-dfb84e08-12	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L31	Censo Brasil IBGE 2022 y Censo México 2020 comparan años/edades/categorías distintas; switching Pew 2014/2024 requiere cohorte y pregunta propias.		PENDIENTE-MEXICO-BRASIL	¿Qué categorías/edades censales y reactivo Pew definen 56.7/26.9 Brasil, 77.7/11.2 México y 12% switching?	IBGE Censo 2022 religión; INEGI 2020; Pew 2014/2024 por registrar	ASTRA5-MESA-RELIGION	Armonizar años/universos y no derivar organización política desde afiliación.
LECTURA-dfb84e08-13	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L33	Guadalupanismo como símbolo identitario y marianismo como guion de género son constructos distintos; rechazo evangélico no mide prevalencia del guion.		PENDIENTE-GUADALUPE-GENERO	¿Qué escala/entrevista mexicana vincula devoción guadalupana con decisiones de género, por adscripción?	Díaz-Guerrero, estudios de marianismo y RIFREM por registrar	ASTRA5-MESA-GENERO	Deduplicar con report pareja/género y no asignar guion a todas las personas.
LECTURA-dfb84e08-14	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L35	Santa Muerte «más rápido crecimiento» y mayoría demográfica de pobres/mujeres/trabajadores son estimaciones de experto y estudios locales; no hay censo de devotos que pruebe ranking.		PENDIENTE-SANTA-MUERTE	¿Qué N, marco, año y comparación originan 12m/70% en México y perfil de devotos?	Chesnut Devoted to Death y estudios de San Hipólito por registrar	ASTRA5-MESA-RELIGION	Conservar crítica al estigma sin promover cifras no muestreadas.
LECTURA-dfb84e08-15	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L37	ENCREER 12.9% católicos que acuden a limpias/curanderos/etc. mide práctica declarada en subgrupo; no prueba «individualización transversal» de todas las adscripciones.		PENDIENTE-ENCREER-SINCRETISMO	¿Qué pregunta, periodo, respuesta múltiple y N católicos originan 12.9%, y cuál comparador de otras confesiones?	RIFREM ENCREER 2016 cuestionario/informe de prácticas en rifrem.mx/encreer	ASTRA5-MESA-RELIGION	Cotejar reactivo y condiciones por mesa antes de contrato; limitar conclusión al subgrupo.
RELIGION-INTERNO-01	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L43-L88	Secularización, mercado religioso, religión vivida y estilos de afrontamiento son marcos europeos/estadounidenses y mexicanos distintos; no equivalen a variables observadas.		PENDIENTE-MARCOS-RELIGION	¿Qué texto primario y operacionalización mexicana corresponde a cada concepto?	Blancarte; Davie/Hervieu-Léger; Stark/Finke/Chesnut; De la Torre; Pargament	ASTRA5-MESA-RELIGION	Etiquetar c=marco importado y mantener teoría separada de cifras.
RELIGION-INTERNO-02	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L93-L123	Declive, práctica y switching mezclan Censo/ENCREER/Pew 2024; el estudio Pew publicado 2026 no levantó datos en 2026.		PENDIENTE-OLAS-RELIGION	¿Qué año de levantamiento, edad y pregunta comparable tiene cada indicador?	Censo 2010/2020; ENCREER 2016; Pew fieldwork 2024/release 2026	ASTRA5-MESA-RELIGION	Preservar ola real y evitar falsa continuidad causal.
RELIGION-INTERNO-03	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L125-L151	Devociones y afrontamiento mezclan visitantes, estimaciones de fieles, estudios locales de salud y tesis de fatalismo; ninguna tasa única representa a México.		PENDIENTE-DEVOCION-COPING	¿Qué universo y método corresponde a afluencia, devoción, estilo de coping y desenlace mental?	Operativos CDMX; Chesnut; UAEM/Pargament; revisión fatalismo	ASTRA5-MESA-RELIGION	Descomponer por estimando y no sumar visitantes con creyentes.
RELIGION-INTERNO-04	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L155-L201	Historia, expulsiones Chiapas, conversión migrante y comparación Brasil incluyen inferencias causales y conteos no armonizados.		PENDIENTE-HISTORIA-COMPARACION	¿Qué expediente, estudio/muestra y serie sustentan 30,000 expulsados, conversión y tasas comparables?	CIESAS/El Colef; IBGE 2022; Pew 2014/2024 y archivos históricos por registrar	ASTRA5-MESA-RELIGION	Separar hechos históricos, mecanismos y comparación entre países.
RELIGION-INTERNO-05	corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md:L205-L256	Aplicaciones clínicas, marketing y voto son propuestas condicionadas; «mejora adherencia/resiliencia» exige ensayo o evaluación y no se deduce de afiliación.		PENDIENTE-APLICACIONES-RELIGION	¿Qué estudio evalúa intervención de coping, segmentación de consumo o movilización política con mismo universo?	Estudios de intervención y encuestas por localizar; duplicados con hallazgos 01-15	ASTRA5-MESA-RELIGION	Deduplicar síntesis y dejar contratos sanitarios/religiosos en cola de mesa.
