id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-b49daaca-11	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L36	Gen Z 30m+ por cohorte y 91% decisiones hogar Google son estimaciones de bases distintas; influencia no equivale a compra propia.		PENDIENTE-GENZ-HOGAR	¿Qué rango edad, hogares y pregunta Google definen 91%?	Google México estudio original; Censo/CONAPO cohorte	ASTRA5-MESA-JUVENTUD	Deduplicar juventud/familia y no generalizar a hogares sin Gen Z.
LECTURA-b49daaca-12	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L37	Banxico ~20% saldos MSI requiere cartera/fecha; requisito arriba de $1200 es regla editorial sin prueba de umbral de conversión.		PENDIENTE-MSI-UMBRAL	¿Qué serie Banxico define saldo MSI y qué experimento estima requisito por ticket?	Banxico tarjeta de crédito saldos MSI; estudio conversión por localizar	ASTRA5-MESA-DINERO	Separar stock financiero de preferencia de producto.
LECTURA-b49daaca-13	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L38	ENIGH 2024 CDMX 22,128/mes vs Chiapas 9,039/mes ~2.45; unidad hogar/gasto/corte requiere tabla; adopción digital usa otra encuesta.		PENDIENTE-BRECHA-REGIONAL	¿Qué rubro y expansión ENIGH 2024 generan gasto y qué pregunta ENDUTIH compara norte/sur?	INEGI ENIGH 2024 tabulados; ENDUTIH 2024 diseño/FD	ASTRA5-MESA-CONSUMO	No equiparar gasto absoluto, ingreso per cápita y exposición de marca.
LECTURA-b49daaca-14	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L39	BNPL 24.9% CAGR y 4.56bn USD 2024 provienen de pronóstico privado por verificar; no prueban inclusión ni sustitución de crédito formal.		PENDIENTE-BNPL-MERCADO	¿Qué definición de BNPL, transacciones/valor y serie base producen CAGR/tamaño?	Reporte BNPL México metodología; CNBV/empresas por registrar	ASTRA5-MESA-DINERO	No promover pronóstico a resultado observado.
LECTURA-b49daaca-15	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L40	AMVO Buen Fin 49% desconfianza promociones es opinión; detectar precio inflado implica auditoría de precios que no surge de esa pregunta.		PENDIENTE-BUEN-FIN-PRECIOS	¿Qué pregunta/base 2024 origina 49% y qué serie de precios prueba inflación previa?	AMVO Buen Fin 2024; Profeco Quién es Quién en los Precios	ASTRA5-MESA-CONSUMO	Separar percepción de fraude demostrado; no inferir sofisticación.
CONSUMO-INTERNO-01	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L3-L23	ADR-29.a/ADR-06 y FP-293 degradan Hofstede a MEDIA(c) correlato; FP-38 retira experimento Granada como evidencia mexicana.		PENDIENTE-INTERNO-CONSUMO	¿Qué afirmaciones internas aún usan puntajes como causa pese a nota vigente?	meta-auditoria-comunicacion.md; correcciones-vigentes-v1_0.tsv	ASTRA5-U0	Aplicar corrección a cada componente sin reescribir fuente.
CONSUMO-INTERNO-02	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L42-L90	Mapa de evidencia y cinco fuerzas mezclan encuestas comerciales, índices IBM y datos mexicanos; ciclo hedónico→validación→riesgo no observado.		PENDIENTE-INTERNO-CONSUMO	¿Qué muestra mexicana mide los cinco factores y secuencia de compra?	Roland Berger/GWI/McKinsey; encuesta mexicana por localizar	ASTRA5-MESA-CONSUMO	Descomponer tasa, marco, hipótesis y recomendación.
CONSUMO-INTERNO-03	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L92-L166	Patrones 4.1–4.7 repiten hallazgos con porcentajes de consultoras, NSE y eficacia de tácticas no comparables.		PENDIENTE-INTERNO-CONSUMO	¿Qué preguntas/condicionales y tamaño por NSE/categoría sustentan cada segmento?	Roland Berger, McKinsey, IZEA, AMVO por registrar	ASTRA5-MESA-CONSUMO	No afirmar causalidad de marca, familia o fraude sin diseño.
CONSUMO-INTERNO-04	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L168-L220	AMAI niveles suman 100% de hogares, ENDUTIH urbano/rural 71.2/39.2 sin fecha no coincide con RESULT 2024 P7_1 88.9/69.96; ENIF género de otra ola.		PENDIENTE-INTERNO-CONSUMO	¿Qué año, unidad y pregunta corresponden a cada cifra de NSE, conectividad y finanzas?	AMAI 2024/ENIGH 2022; ENDUTIH 2024 RESULT; ENIF 2024	ASTRA5-U0	Deduplicar clase media/digital y no asumir ENDUTIH 2024 para 71.2/39.2.
CONSUMO-INTERNO-05	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L222-L330	Contradicciones/comparaciones/estrategias mezclan WVS, Pix, UPI, BNPL y predicciones; evaluación de ventas no identificada.		PENDIENTE-INTERNO-CONSUMO	¿Qué fuentes oficiales comparables y qué pruebas de intervención sustentan recomendaciones?	WVS; AMVO; Banxico; Banco Central Brasil/India por registrar	ASTRA5-MESA-CONSUMO	Mantener analogías/estrategias como propuestas.
CONSUMO-INTERNO-06	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md:L331-L417	Proyecciones 2030-35, síntesis y producto repiten tasas e introducen objetivos/ROI sin modelo; «móvil primero exclusivamente» no surge del share.		PENDIENTE-INTERNO-CONSUMO	¿Qué modelo y escenario sustentan proyecciones y qué experimento mide ROI de canales?	Reportes de mercado/CRM por registrar; secciones 12-14	ASTRA5-U0	No promover pronósticos o recomendaciones a RESULT.
