par_id	consumidor	uso	a_estado	a_clase	a_valor	a_fuente	b_estado	b_clase	b_valor	b_fuente	referencias_reproducibles	comparabilidad	causa_comparabilidad	delta_b_menos_a	magnitud_absoluta	unidad	puntos_porcentuales	cambio_relativo	estado_relativo	representacion	modo_representacion	materialidad	criterio_materialidad	resultado
RELEVO-RES-0015-VS-RESULT-ENCIG-MOR-B-P-DIG-SD	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida_encig2025_digital_r2	relevo GEN1->GEN2 del slot RES-0015 (conducta_p_medido, reglas_impacto=tramite.mordida.con_registro): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENCIG-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.029868	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.029867554626649372	RESULT-ENCIG-MOR-B-P-DIG-SD	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	-4.453733506264157e-07	4.453733506264157e-07	proporcion en escala [0,1]	-4.453733506264157e-05		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0016-VS-RESULT-ENCIG-MOR-B-P-NORMAL-DIG-SD	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal_encig2025_digital_r2	relevo GEN1->GEN2 del slot RES-0016 (conducta_p_derivado, reglas_impacto=tramite.mordida.con_registro): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENCIG-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.970132	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.9701324453733506	RESULT-ENCIG-MOR-B-P-NORMAL-DIG-SD	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	4.4537335064376293e-07	4.4537335064376293e-07	proporcion en escala [0,1]	4.453733506437629e-05		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0021-VS-RESULT-ENCIG-MOR-C-P-ADOPTA	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:adopta_encig2025_luz	relevo GEN1->GEN2 del slot RES-0021 (conducta_p_medido, reglas_impacto=tramite.gobierno_digital.util_sin_coercion): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENCIG-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.673393	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.6733930340661712	RESULT-ENCIG-MOR-C-P-ADOPTA	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	3.4066171217261854e-08	3.4066171217261854e-08	proporcion en escala [0,1]	3.4066171217261854e-06		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0022-VS-RESULT-ENCIG-MOR-C-P-RECHAZA	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:rechaza_servicio_encig2025_luz	relevo GEN1->GEN2 del slot RES-0022 (conducta_p_medido, reglas_impacto=tramite.gobierno_digital.util_sin_coercion): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENCIG-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.326607	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.32660696593382876	RESULT-ENCIG-MOR-C-P-RECHAZA	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	-3.4066171217261854e-08	3.4066171217261854e-08	proporcion en escala [0,1]	-3.4066171217261854e-06		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0027-VS-RESULT-ENVIPE-DEN-P-C2-U4	milpa/tramite.yaml:civico.denuncia.miedo_desconfianza:denuncia_con_miedo_o_desconfianza	relevo GEN1->GEN2 del slot RES-0027 (conducta_p_medido, reglas_impacto=civico.denuncia.miedo_desconfianza): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENVIPE-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.294313	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.29431298745731216	RESULT-ENVIPE-DEN-P-C2-U4	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	-1.2542687832794996e-08	1.2542687832794996e-08	proporcion en escala [0,1]	-1.2542687832794996e-06		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0028-VS-RESULT-ENVIPE-DEN-P-COMPLEMENTO-C2-U1	milpa/tramite.yaml:civico.denuncia.miedo_desconfianza:denuncia_por_otra_razon	relevo GEN1->GEN2 del slot RES-0028 (conducta_p_derivado, reglas_impacto=civico.denuncia.miedo_desconfianza): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENVIPE-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.705687	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.7327566125957219	RESULT-ENVIPE-DEN-P-COMPLEMENTO-C2-U1	ACREDITADA	INFORMACION-INSUFICIENTE	informacion insuficiente en: poblacion			proporcion en escala [0,1]			NO-APLICA-COMPARABILIDAD	NO-APLICA-COMPARABILIDAD		NO-DETERMINABLE	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-SUSTANTIVO-RECHAZADO-INFORMACION-INSUFICIENTE
RELEVO-RES-0035-VS-RESULT-B-ENIGH-2022-P	milpa/tramite.yaml:familia.seguro.volatilidad_ausencia_estado:recibe_remesas	relevo GEN1->GEN2 del slot RES-0035 (conducta_p_medido, reglas_impacto=familia.seguro.volatilidad_ausencia_estado): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-B-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.045694	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.04569409956405095	RESULT-B-ENIGH-2022-P	ACREDITADA	INFORMACION-INSUFICIENTE	informacion insuficiente en: poblacion			proporcion en escala [0,1]			NO-APLICA-COMPARABILIDAD	NO-APLICA-COMPARABILIDAD		NO-DETERMINABLE	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-SUSTANTIVO-RECHAZADO-INFORMACION-INSUFICIENTE
RELEVO-RES-0046-VS-RESULT-ENIF-AHO-A-P-CORTO-SIN-P	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_corto	relevo GEN1->GEN2 del slot RES-0046 (conducta_p_medido, reglas_impacto=dinero.ahorro.horizonte_corto): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENIF-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.541343	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.541343	RESULT-ENIF-AHO-A-P-CORTO-SIN-P	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	0.0	0.0	proporcion en escala [0,1]	0.0		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0047-VS-RESULT-ENIF-AHO-A-P-NOCORTO-SIN-P	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_no_corto	relevo GEN1->GEN2 del slot RES-0047 (conducta_p_asignado, reglas_impacto=dinero.ahorro.horizonte_corto): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENIF-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.458657	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.458657	RESULT-ENIF-AHO-A-P-NOCORTO-SIN-P	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	0.0	0.0	proporcion en escala [0,1]	0.0		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0048-VS-RESULT-ENIF-AHO-A-P-CORTO-CON-P	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_corto	relevo GEN1->GEN2 del slot RES-0048 (conducta_p_medido, reglas_impacto=dinero.ahorro.horizonte_no_corto_con_seguridad_social): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENIF-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.37313	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.37313	RESULT-ENIF-AHO-A-P-CORTO-CON-P	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	0.0	0.0	proporcion en escala [0,1]	0.0		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 5 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0049-VS-RESULT-ENIF-AHO-A-P-NOCORTO-CON-P	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_no_corto	relevo GEN1->GEN2 del slot RES-0049 (conducta_p_asignado, reglas_impacto=dinero.ahorro.horizonte_no_corto_con_seguridad_social): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENIF-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.62687	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.62687	RESULT-ENIF-AHO-A-P-NOCORTO-CON-P	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	0.0	0.0	proporcion en escala [0,1]	0.0		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 5 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0057-VS-RESULT-ENIF-AHO-B-P-FORMAL-P	milpa/tramite.yaml:dinero.ahorro.via_informal:formal_cualquiera	relevo GEN1->GEN2 del slot RES-0057 (conducta_p_medido, reglas_impacto=dinero.ahorro.via_informal): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENIF-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.284927	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.284927	RESULT-ENIF-AHO-B-P-FORMAL-P	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	0.0	0.0	proporcion en escala [0,1]	0.0		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0058-VS-RESULT-ENIF-AHO-B-P-INFORMAL-P	milpa/tramite.yaml:dinero.ahorro.via_informal:informal_cualquiera	relevo GEN1->GEN2 del slot RES-0058 (conducta_p_medido, reglas_impacto=dinero.ahorro.via_informal): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENIF-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.56192	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.56192	RESULT-ENIF-AHO-B-P-INFORMAL-P	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	0.0	0.0	proporcion en escala [0,1]	0.0		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 5 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0059-VS-RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-P	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_o_mal_servicio_como_razon_principal_conoce_proteccion_enif2024	relevo GEN1->GEN2 del slot RES-0059 (conducta_p_medido, reglas_impacto=dinero.ahorro.seguro_deposito_enif2024): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENIF-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.06078	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.06078	RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-P	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	0.0	0.0	proporcion en escala [0,1]	0.0		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 5 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0060-VS-RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-P	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_o_mal_servicio_como_razon_principal_no_conoce_enif2024	relevo GEN1->GEN2 del slot RES-0060 (conducta_p_medido, reglas_impacto=dinero.ahorro.seguro_deposito_enif2024): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENIF-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.054767	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.054767	RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-P	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	0.0	0.0	proporcion en escala [0,1]	0.0		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0061-VS-RESULT-ENCUCI-B-P-URB-AGR	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_urbano_con_agravio_encuci2020	relevo GEN1->GEN2 del slot RES-0061 (conducta_p_medido, reglas_impacto=civico.protesta.agravio_urbano_encuci2020): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENCUCI-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.112192	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.11219151313930475	RESULT-ENCUCI-B-P-URB-AGR	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	-4.868606952451726e-07	4.868606952451726e-07	proporcion en escala [0,1]	-4.868606952451726e-05		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
RELEVO-RES-0062-VS-RESULT-ENCUCI-B-P-RUR-AGR	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_rural_con_agravio_encuci2020	relevo GEN1->GEN2 del slot RES-0062 (conducta_p_medido, reglas_impacto=civico.protesta.agravio_urbano_encuci2020): la cifra que el consumidor materializa hoy frente al RESULT sellado que la spec de CALC-ENCUCI-0001 declara que la releva. Adopcion NO ejecutada aqui: este par mide la distancia, no la autoriza.	RESUELTA	FUENTE	0.091912	milpa/tramite.yaml	RESUELTA	RESULTADO-CORRIDA0	0.09191244410077362	RESULT-ENCUCI-B-P-RUR-AGR	ACREDITADA	DEMOSTRADA	las ocho dimensiones tienen correspondencia acreditada	4.441007736277758e-07	4.441007736277758e-07	proporcion en escala [0,1]	4.441007736277758e-05		NO-APLICA-POR-CONTRATO	IGUAL-AL-GRANO	grano del consumidor = 6 decimales	NO-MATERIAL	"{""evidencias"": [{""cita"": ""parametros.adopcion_p3.umbral_grano_milpa = 1e-06 -- «la tolerancia con que T35 (c) compara el valor materializado por el consumidor contra el RESULT»; es el grano del CONSUMIDOR, no de una spec, y por eso vale para los cuatro CALC de estos pares"", ""fuente"": ""data/corrida0/CALC-B-0001/spec.yaml"", ""sha256"": ""7feed075d55bf795f921bc7bd0d75ac8bffa60b205822cf1333364a2c67efe16""}], ""metrica"": ""magnitud_absoluta"", ""umbral"": 1e-06}"	DELTA-CALCULADO · REPRESENTACION-IGUAL-AL-GRANO · MATERIALIDAD-NO-MATERIAL
