id_mapa	resultado_id	tipo_necesidad	consumidor	llave_theta	ruta_yaml	regla_generador	mecanismo_y_limite	tier_estado	fuentes_decisivas	poblacion_unidad	desenlace	exposicion	escala_enlace_vigente	magnitud_faltante	variacion_candidata	diseno_y_fuente_asignacion	datos_id_ola_geografia_llave	reserva_disponibilidad	supuesto_critico	amenaza_principal	falsador	viabilidad	proximo_paso
AT-11	RES-0078	coeficiente_asignado	milpa/procedencia.yaml:asignados_coeficiente:G4.sens_estatus	G4.sens_estatus	asignados_coeficiente.detalle[3].coefs.sens_estatus	generador:G4	G4 utiliza sens_estatus; signo asignado=-0.15. El corpus fundamenta mecanismo/dirección, no la magnitud causal.	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md | forense/estado-motor-v1_0.md | data/corrida0/relevo-usos-v1_0.tsv:RES-0078	Por fijar según instrumento; evitar transporte fuera de su marco	Conducta nombrada por el consumidor; definición exacta pendiente	G4.sens_estatus	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Efecto causal de sens_estatus sobre salida de G4, no el β̂ asociativo existente	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	Revisados catálogo de fuentes, procedencia y registro de llaves; sin enlace causal acreditado	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	FALTA-MEDICION/ESCALA	Validar reactivo del constructo en población mexicana y enlace de escala antes de buscar asignación
AT-12	RES-0073	coeficiente_ejecutable	milpa/procedencia.yaml:coeficientes_generador_sellados:G5.familismo_apoyo	G5.familismo_apoyo	coeficientes_generador_sellados[6]	generador:G5	G5 utiliza familismo_apoyo; signo asignado=0.5. El corpus fundamenta mecanismo/dirección, no la magnitud causal.	ASOCIACION-MEDIDA·MARGINAL·DISCORDANTE-ENTRE-INSTRUMENTOS	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md | forense/estado-motor-v1_0.md | milpa/procedencia.yaml:asignados_coeficiente.detalle[4].coefs.familismo_apoyo | data/corrida0/relevo-usos-v1_0.tsv:RES-0073	Por fijar según instrumento; evitar transporte fuera de su marco	Conducta nombrada por el consumidor; definición exacta pendiente	G5.familismo_apoyo	proporción ponderada [0,1], enlace identidad (ADR-220)	Efecto causal de familismo_apoyo sobre salida de G5, no el β̂ asociativo existente	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	coeficientes_generador_medidos.G5_familismo_apoyo, 31/ago/2026 (ACTO MAESTRA32-E16)	Medición previa abierta según procedencia; verificar ola antes de nueva lectura	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-13	RES-0079	coeficiente_asignado	milpa/procedencia.yaml:asignados_coeficiente:G5.familismo_obligacion	G5.familismo_obligacion	asignados_coeficiente.detalle[4].coefs.familismo_obligacion	generador:G5	G5 utiliza familismo_obligacion; signo asignado=signo negativo o no monotónico — SIN MAGNITUD. El corpus fundamenta mecanismo/dirección, no la magnitud causal.	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md | forense/estado-motor-v1_0.md | data/corrida0/relevo-usos-v1_0.tsv:RES-0079	Por fijar según instrumento; evitar transporte fuera de su marco	Conducta nombrada por el consumidor; definición exacta pendiente	G5.familismo_obligacion	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Efecto causal de familismo_obligacion sobre salida de G5, no el β̂ asociativo existente	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	Revisados catálogo de fuentes, procedencia y registro de llaves; sin enlace causal acreditado	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	FALTA-MEDICION/ESCALA	Validar reactivo del constructo en población mexicana y enlace de escala antes de buscar asignación
AT-14	RES-0080	coeficiente_asignado	milpa/procedencia.yaml:asignados_coeficiente:G5.radio_confianza	G5.radio_confianza	asignados_coeficiente.detalle[4].coefs.radio_confianza	generador:G5	G5 utiliza radio_confianza; signo asignado=0.15. El corpus fundamenta mecanismo/dirección, no la magnitud causal.	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md | forense/estado-motor-v1_0.md | data/corrida0/relevo-usos-v1_0.tsv:RES-0080	Por fijar según instrumento; evitar transporte fuera de su marco	Conducta nombrada por el consumidor; definición exacta pendiente	G5.radio_confianza	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Efecto causal de radio_confianza sobre salida de G5, no el β̂ asociativo existente	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	Revisados catálogo de fuentes, procedencia y registro de llaves; sin enlace causal acreditado	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-15	RES-0081	coeficiente_asignado	milpa/procedencia.yaml:asignados_coeficiente:G6.deferencia	G6.deferencia	asignados_coeficiente.detalle[5].coefs.deferencia	generador:G6	G6 utiliza deferencia; signo asignado=0.45. El corpus fundamenta mecanismo/dirección, no la magnitud causal.	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md | forense/estado-motor-v1_0.md | data/corrida0/relevo-usos-v1_0.tsv:RES-0081	Por fijar según instrumento; evitar transporte fuera de su marco	Conducta nombrada por el consumidor; definición exacta pendiente	G6.deferencia	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Efecto causal de deferencia sobre salida de G6, no el β̂ asociativo existente	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	Revisados catálogo de fuentes, procedencia y registro de llaves; sin enlace causal acreditado	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	FALTA-MEDICION/ESCALA	Validar reactivo del constructo en población mexicana y enlace de escala antes de buscar asignación
AT-16	RES-0082	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.informal_sin_puente	dinero.ahorro.informal_sin_puente	asignados_probabilidad[0]	canon/modelo-decision-v4_0.md:501:dinero.ahorro.informal_sin_puente	que sin puente ni respaldo la adopción es baja; ENIF mide tenencia de productos, no esta condicional	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Behavioral_Finance_Mexicano__Estructura__Adaptación_Racional_y_Cultura_en_el_Ahorro__Crédito_y_Riesgo.md | [ENIF2024, 'report:behavioral_finance', 'validacion:OXXO_vs_CoDi'] | canon/modelo-decision-v4_0.md:501 | data/corrida0/relevo-usos-v1_0.tsv:RES-0082	Persona elegible para la regla; verificar dominio del instrumento	sube la adopción; sin puente, desconfía	- SI se ofrece un producto financiero por un **canal de confianza personal** (recomendación, no institución fría)	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.74, 0.21, 0.05]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	Revisados catálogo de fuentes, procedencia y registro de llaves; sin enlace causal acreditado	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-17	RES-0083	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.con_puente_y_respaldo	dinero.ahorro.con_puente_y_respaldo	asignados_probabilidad[1]	canon/modelo-decision-v4_0.md:501:dinero.ahorro.con_puente_y_respaldo	que con puente la adopción sube; el 58% multiproducto de Nu es otra cantidad	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Behavioral_Finance_Mexicano__Estructura__Adaptación_Racional_y_Cultura_en_el_Ahorro__Crédito_y_Riesgo.md | ['validacion:Nu_Azteca_Kueski', 'report:tecnologia'] | canon/modelo-decision-v4_0.md:501 | data/corrida0/relevo-usos-v1_0.tsv:RES-0083	Persona elegible para la regla; verificar dominio del instrumento	sube la adopción; sin puente, desconfía	- SI se ofrece un producto financiero por un **canal de confianza personal** (recomendación, no institución fría)	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.52, 0.33, 0.15]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	Revisados catálogo de fuentes, procedencia y registro de llaves; sin enlace causal acreditado	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-18	RES-0084	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:dinero.planeacion.formal_estable	dinero.planeacion.formal_estable	asignados_probabilidad[2]	canon/modelo-decision-v4_0.md:500:dinero.planeacion.formal_estable	Progresa prueba la DIRECCIÓN causal (estabilizar ingreso alarga horizonte), no la proporción	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Behavioral_Finance_Mexicano__Estructura__Adaptación_Racional_y_Cultura_en_el_Ahorro__Crédito_y_Riesgo.md | [ENIF2024, Progresa_RCT, 'report:tiempo'] | canon/modelo-decision-v4_0.md:500 | data/corrida0/relevo-usos-v1_0.tsv:RES-0084	Persona elegible para la regla; verificar dominio del instrumento	planeación larga: afore, seguro, hipoteca	- SI hay empleo formal e ingreso estable (`segsoc`=1 **∧** `contrato` **∧** `pres_8`)	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.68, 0.32]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	Revisados catálogo de fuentes, procedencia y registro de llaves; sin enlace causal acreditado	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-19	RES-0085	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:dinero.credito.scoring_alternativo	dinero.credito.scoring_alternativo	asignados_probabilidad[3]	canon/modelo-decision-v4_0.md:504:dinero.credito.scoring_alternativo	el NBER reporta +0.124 de AUC por huella digital; no reporta tasas de aprobación	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Behavioral_Finance_Mexicano__Estructura__Adaptación_Racional_y_Cultura_en_el_Ahorro__Crédito_y_Riesgo.md | [NBER_RappiCard, 'validacion:V3_credito_auditado'] | canon/modelo-decision-v4_0.md:504 | data/corrida0/relevo-usos-v1_0.tsv:RES-0085	Persona elegible para la regla; verificar dominio del instrumento	paga sobreprecios notables **hasta un techo**: la mora regulada se estabiliza en **15–20%**, viable solo con **CAT de tres dígitos y castigo agresivo**	- SI el hogar es popular/informal y el crédito es de **efectivo o tarjeta de alto CAT**	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.71, 0.29]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	Revisados catálogo de fuentes, procedencia y registro de llaves; sin enlace causal acreditado	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-20	RES-0086	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:dinero.consumo.estatus_mediado_por_credito	dinero.consumo.estatus_mediado_por_credito	asignados_probabilidad[4]	canon/modelo-decision-v4_0.md:502:dinero.consumo.estatus_mediado_por_credito	que sin MSI el segmento no accede; nada sobre la proporción que compra	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Behavioral_Finance_Mexicano__Estructura__Adaptación_Racional_y_Cultura_en_el_Ahorro__Crédito_y_Riesgo.md | ['validacion:V1_masstige', 'report:consumidor'] | canon/modelo-decision-v4_0.md:502 | data/corrida0/relevo-usos-v1_0.tsv:RES-0086	Persona elegible para la regla; verificar dominio del instrumento	consumo compensatorio/aspiracional (rama estatus; marca, logo, mensualidades), aun apalancado	- SI hay movilidad real bloqueada + presión de estatus ((`segsoc`=2 **∧** `est_socio` ∈ {1,2}) **∨** (`edad` joven **∧** `tam_loc`=1 **∧** `conex_inte`=1))	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.58, 0.42]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	Revisados catálogo de fuentes, procedencia y registro de llaves; sin enlace causal acreditado	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-21	RES-0087	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.leve_sin_imss	salud.atencion.leve_sin_imss	asignados_probabilidad[5]	canon/modelo-decision-v4_0.md:526:salud.atencion.leve_sin_imss	~10.6M consultas/mes en farmacia con consultorio es un VOLUMEN, no una participación	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md | [ENSANUT, 'report:salud'] | canon/modelo-decision-v4_0.md:526 | data/corrida0/relevo-usos-v1_0.tsv:RES-0087	Persona elegible para la regla; verificar dominio del instrumento	farmacia con consultorio o automedicación	- SI el padecimiento es leve-moderado y no hay IMSS (`segsoc`=2)	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.66, 0.24, 0.1]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENSANUT: ola, geografía y texto de atención por cotejar documentalmente	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Necesidad de salud y acceso simultáneos; oferta endógena	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-22	RES-0088	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.grave	salud.atencion.grave	asignados_probabilidad[6]	canon/modelo-decision-v4_0.md:527:salud.atencion.grave	la dirección (grave → sistema público)	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md | [ENSANUT, 'report:salud'] | canon/modelo-decision-v4_0.md:527 | data/corrida0/relevo-usos-v1_0.tsv:RES-0088	Persona elegible para la regla; verificar dominio del instrumento	busca el sistema público pese a la espera	- SI el síntoma es grave o crónico complejo	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.74, 0.26]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENSANUT: ola, geografía y texto de atención por cotejar documentalmente	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Necesidad de salud y acceso simultáneos; oferta endógena	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-23	RES-0089	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:salud.prevencion.hombre_sin_permiso	salud.prevencion.hombre_sin_permiso	asignados_probabilidad[7]	canon/modelo-decision-v4_0.md:528:salud.prevencion.hombre_sin_permiso	la dirección; los valores redondos delatan asignación	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md | [ENSANUT, 'report:salud'] | canon/modelo-decision-v4_0.md:528 | data/corrida0/relevo-usos-v1_0.tsv:RES-0089	Persona elegible para la regla; verificar dominio del instrumento	pospone el chequeo hasta el síntoma grave	- SI es hombre trabajador sin permiso laboral (modificador machista)	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.6, 0.4]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENSANUT: ola, geografía y texto de atención por cotejar documentalmente	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Necesidad de salud y acceso simultáneos; oferta endógena	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-24	RES-0090	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.discrecional	tramite.mordida.discrecional	asignados_probabilidad[8]	canon/modelo-decision-v4_0.md:518:tramite.mordida.discrecional	verificado 29/jul/2026 contra microdatos ENCIG 2023 (encig2023_04_sec_7 x encig2023_05_sec_8): 0.62 NO corresponde a ninguna categoría medida -- es ASIGNADO, confirmado. La dirección y la razón relativa presencial/digital (~3.6x-4.9x) sí encuentran apoyo empírico; el valor absoluto no (techo medido 13.38%, no 62%). Refutación de escala, no de valor -- detalle en hitoD-R3.2 (forense/hitoD-R3_2-veredicto-v1_0.md).	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Adopción_y_Resistencia_Tecnológica_en_México__La_Paradoja_de_la_Baja_Confianza_Institucional.md | [ENCIG2023, Rothstein_trampa_social, 'report:politica'] | canon/modelo-decision-v4_0.md:518 | forense/analisis/astra-theta-adq/recibo-encig-historica.md@1d99b5f0 | corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md | data/corrida0/relevo-usos-v1_0.tsv:RES-0090	Persona elegible para la regla; verificar dominio del instrumento	alta probabilidad de mordida	- SI el trámite es presencial con funcionario discrecional y sin registro	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.62, 0.38]	Oferta de renovación vehicular digital por entidad/año; CDMX 2019 y Tabasco 2023 documentados, calendario nacional incompleto	DiD entidad×trámite×ola candidato; comunicados ADIP/SEMOVI y Tabasco; fecha efectiva/servicios y controles por verificar	ENCIG 2017/2019/2021/2023/2025, entidad×código 05; 2021/23 IDs verificados encig_2021_encig21_base_datos_csv/encig23_base_datos_csv; ID_TRA+ID_PER, P7_1/P7_2 lugar, P7_3 canal, P8_3 mordida; 05 mezcla servicios	2021/2023 accesibles y hash verificado por apoyo adq; 2017/2019/2025 requieren cotejo de id/hash antes de consumo	Asignación independiente de desenlaces potenciales, condicionada según diseño	Digitalización endógena, mezcla de trámite y selección de usuarios	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	FALTA-CALENDARIO-Y-TRATAMIENTO-EXACTO	Adquirir calendario y cobertura efectiva por servicio; cotejar code 05 y soporte antes de congelar
AT-25	RES-0091	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.con_registro	tramite.mordida.con_registro	asignados_probabilidad[9]	canon/modelo-decision-v4_0.md:519:tramite.mordida.con_registro	la dirección (el registro rompe la trampa social)	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Adopción_y_Resistencia_Tecnológica_en_México__La_Paradoja_de_la_Baja_Confianza_Institucional.md | [ENCIG2023, 'report:politica'] | canon/modelo-decision-v4_0.md:519 | forense/analisis/astra-theta-adq/recibo-encig-historica.md@1d99b5f0 | corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md | data/corrida0/relevo-usos-v1_0.tsv:RES-0091	Persona elegible para la regla; verificar dominio del instrumento	la mordida baja	- SI el trámite se digitaliza / hay testigos / el funcionario es registrable	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.88, 0.12]	Oferta de renovación vehicular digital por entidad/año; CDMX 2019 y Tabasco 2023 documentados, calendario nacional incompleto	DiD entidad×trámite×ola candidato; comunicados ADIP/SEMOVI y Tabasco; fecha efectiva/servicios y controles por verificar	ENCIG 2017/2019/2021/2023/2025, entidad×código 05; 2021/23 IDs verificados encig_2021_encig21_base_datos_csv/encig23_base_datos_csv; ID_TRA+ID_PER, P7_1/P7_2 lugar, P7_3 canal, P8_3 mordida; 05 mezcla servicios	2021/2023 accesibles y hash verificado por apoyo adq; 2017/2019/2025 requieren cotejo de id/hash antes de consumo	Asignación independiente de desenlaces potenciales, condicionada según diseño	Digitalización endógena, mezcla de trámite y selección de usuarios	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	FALTA-CALENDARIO-Y-TRATAMIENTO-EXACTO	Adquirir calendario y cobertura efectiva por servicio; cotejar code 05 y soporte antes de congelar
AT-26	RES-0092	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.coercitivo	tramite.gobierno_digital.coercitivo	asignados_probabilidad[10]	canon/modelo-decision-v4_0.md:521:tramite.gobierno_digital.coercitivo	3.09M cuentas en 6 años es un volumen absoluto; 0.91 no se deriva de ahí	REFUTADO-POR-COTA; prior no consumible	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Adopción_y_Resistencia_Tecnológica_en_México__La_Paradoja_de_la_Baja_Confianza_Institucional.md | ['validacion:CoDi', 'report:tecnologia'] | canon/modelo-decision-v4_0.md:521 | forense/analisis/astra-theta-adq/recibo-encig-historica.md@1d99b5f0 | data/corrida0/relevo-usos-v1_0.tsv:RES-0092	Persona elegible para la regla; verificar dominio del instrumento	se rechaza; **SI** es útil y sin amenaza (tipo SPEI) **ENTONCES** se adopta	- SI se ofrece un servicio de gobierno digital de forma **coercitiva y con riesgo fiscal** (tipo CoDi/SAT)	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.91, 0.09]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENCIG 2021/2023: encig_2021_encig21_base_datos_csv / encig23_base_datos_csv, estatal urbano alto; ID_TRA+ID_PER, P7_1/P7_2 lugar del trámite, P7_3 canal; calendario de asignación ausente	2021/2023 accesibles y hash verificado por apoyo adq; 2017/2019/2025 requieren cotejo de id/hash antes de consumo	Asignación independiente de desenlaces potenciales, condicionada según diseño	Digitalización endógena, mezcla de trámite y selección de usuarios	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	NO-CONSUMIBLE-VIGENTE	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
